From Date,O3,Temperature,SO2,PM10,NO2,CO
2015-03-04 0:00:00,25.34,59.0,6.25,150.57,21.73,10.38
2015-03-04 3:00:00,24.31,55.4,2.75,128.31,27.62,13.01
2015-03-04 6:00:00,19.49,51.8,3.5,159.26,24.17,11.24
2015-03-04 9:00:00,21.9,55.4,2.75,149.9,18.87,6.16
2015-03-04 12:00:00,21.87,69.8,2.0,112.9,19.47,11.43
2015-03-04 15:00:00,23.81,73.4,7.0,120.07,24.59,9.16
2015-03-04 18:00:00,33.5,68.0,11.17,91.62,23.69,7.98
2015-03-04 21:00:00,35.1,62.6,4.0,131.92,26.26,11.22
2015-03-05 0:00:00,29.05,59.0,1.75,192.12,29.38,10.64
2015-03-05 3:00:00,28.53,55.4,4.0,199.77,37.77,12.5
2015-03-05 6:00:00,30.71,53.6,4.75,213.99,34.64,8.18
2015-03-05 9:00:00,25.8,62.6,6.75,227.28,27.74,9.54
2015-03-05 12:00:00,26.42,73.4,6.75,115.51,23.25,7.59
2015-03-05 15:00:00,47.24,77.0,15.0,129.2,29.71,7.24
2015-03-05 18:00:00,34.05,73.4,5.5,120.04,26.17,9.63
2015-03-05 21:00:00,34.13,64.4,3.67,178.26,37.27,10.8
2015-03-06 0:00:00,48.8,60.8,4.17,425.8,35.21,9.02
2015-03-06 3:00:00,35.2,60.5,6.83,410.94,38.63,18.18
2015-03-06 6:00:00,21.39,60.8,12.17,105.9,41.33,14.56
2015-03-06 9:00:00,22.25,66.2,9.33,127.01,24.17,4.24
2015-03-06 12:00:00,30.47,77.0,4.33,82.32,16.61,5.82
2015-03-06 15:00:00,36.35,80.6,3.17,93.66,16.94,11.35
2015-03-06 18:00:00,40.5,73.4,2.67,94.47,14.42,9.6
2015-03-06 21:00:00,29.3,69.8,1.67,68.48,14.41,6.33
2015-03-07 0:00:00,27.53,66.2,2.0,83.55,15.51,7.07
2015-03-07 3:00:00,19.85,62.6,3.33,69.91,17.26,10.81
2015-03-07 6:00:00,19.47,57.35,5.17,95.79,16.92,8.2
2015-03-07 9:00:00,20.14,66.2,4.0,92.3,17.26,6.88
2015-03-07 12:00:00,24.72,78.8,6.67,145.83,24.43,10.51
2015-03-07 15:00:00,26.84,77.0,12.17,97.54,28.62,14.23
2015-03-07 18:00:00,23.34,66.2,6.0,79.19,19.17,7.77
2015-03-07 21:00:00,25.31,62.6,5.25,73.89,14.27,6.46
2015-03-08 0:00:00,18.26,60.8,2.75,39.67,18.37,8.67
2015-03-08 3:00:00,17.64,59.0,2.25,60.6,19.3,10.21
2015-03-08 6:00:00,17.67,59.0,3.5,91.34,26.45,5.83
2015-03-08 9:00:00,16.72,64.4,3.0,82.81,20.68,7.34
2015-03-08 12:00:00,21.73,71.6,3.0,97.98,19.53,9.24
2015-03-08 15:00:00,23.37,75.2,5.0,127.41,23.13,9.66
2015-03-08 18:00:00,25.43,69.8,6.67,90.59,19.18,8.47
2015-03-08 21:00:00,24.82,66.2,6.83,81.12,16.67,8.4
2015-03-09 0:00:00,21.02,64.6,5.67,92.15,20.49,9.39
2015-03-09 3:00:00,21.41,59.0,7.5,91.7,18.64,10.95
2015-03-09 6:00:00,16.61,57.2,3.67,99.36,23.06,10.8
2015-03-09 9:00:00,18.72,62.6,2.83,111.26,14.8,7.94
2015-03-09 12:00:00,23.78,71.6,2.67,169.17,16.21,10.53
2015-03-09 15:00:00,28.53,73.4,7.17,124.8,19.72,10.62
2015-03-09 18:00:00,30.75,68.0,3.17,118.47,16.74,6.6
2015-03-09 21:00:00,25.61,60.8,2.0,96.66,15.17,6.77
2015-03-10 0:00:00,24.33,59.0,1.83,160.29,18.8,5.87
2015-03-10 3:00:00,21.19,51.8,3.0,164.17,19.94,6.66
2015-03-10 6:00:00,20.47,48.2,2.5,143.25,16.58,9.09
2015-03-10 9:00:00,19.56,55.4,3.33,173.05,17.51,7.59
2015-03-10 12:00:00,24.56,66.2,3.33,150.61,17.86,7.59
2015-03-10 15:00:00,32.85,75.2,6.33,144.95,20.79,10.82
2015-03-10 18:00:00,33.22,69.8,4.83,163.83,17.74,5.2
2015-03-10 21:00:00,31.18,62.6,4.0,135.11,18.03,7.18
2015-03-11 0:00:00,30.56,60.8,3.5,188.78,20.55,14.79
2015-03-11 3:00:00,22.04,55.3,4.67,176.17,32.31,11.58
2015-03-11 6:00:00,18.86,53.5,8.83,159.97,27.7,6.79
2015-03-11 9:00:00,19.06,62.6,6.33,134.07,23.34,8.15
2015-03-11 12:00:00,27.1,75.2,4.67,174.89,22.89,9.39
2015-03-11 15:00:00,38.79,77.1,12.33,172.45,24.62,14.08
2015-03-11 18:00:00,33.82,71.6,7.17,163.88,21.0,10.41
2015-03-11 21:00:00,43.44,66.2,5.33,191.45,26.46,8.04
2015-03-12 0:00:00,42.7,59.0,3.67,296.71,30.1,9.35
2015-03-12 3:00:00,24.53,57.2,5.33,259.01,43.98,21.16
2015-03-12 6:00:00,23.73,55.4,6.0,290.39,35.81,13.58
2015-03-12 9:00:00,22.62,59.05,6.17,198.77,33.48,8.35
2015-03-12 12:00:00,29.78,77.5,9.0,231.6,29.17,10.96
2015-03-12 15:00:00,32.23,80.6,11.17,156.66,32.31,10.54
2015-03-12 18:00:00,50.42,77.0,8.33,142.93,21.12,4.52
2015-03-12 21:00:00,55.85,69.8,4.83,152.54,26.24,9.87
2015-03-13 0:00:00,30.82,66.2,5.67,202.99,31.23,13.27
2015-03-13 3:00:00,26.08,60.8,5.75,176.25,30.07,13.61
2015-03-13 6:00:00,27.19,59.0,9.25,178.66,30.93,7.95
2015-03-13 9:00:00,25.8,67.9,12.0,203.83,29.18,6.43
2015-03-13 12:00:00,31.37,77.0,13.0,189.01,32.94,10.72
2015-03-13 15:00:00,31.77,78.8,17.0,159.76,33.03,12.3
2015-03-13 18:00:00,34.96,77.0,15.75,177.62,32.32,6.9
2015-03-13 21:00:00,69.59,71.7,7.5,125.17,27.44,9.0
2015-03-14 0:00:00,28.87,67.65,9.5,55.53,32.07,6.47
2015-03-14 3:00:00,19.61,63.6375,5.5,97.06,39.63,10.05
2015-03-14 6:00:00,17.15,62.6,3.25,111.52,30.74,10.84
2015-03-14 9:00:00,18.1,72.55,4.0,124.71,29.88,7.68
2015-03-14 12:00:00,24.67,80.6,5.5,148.43,28.97,9.98
2015-03-14 15:00:00,23.49,77.0,23.17,114.41,33.55,10.85
2015-03-14 18:00:00,31.77,73.4,19.67,83.19,32.93,11.12
2015-03-14 21:00:00,27.99,66.2,8.17,96.45,18.76,7.03
2015-03-15 0:00:00,25.56,62.6,5.83,55.61,18.43,8.86
2015-03-15 3:00:00,19.5,66.2,3.17,32.95,19.62,7.33
2015-03-15 6:00:00,18.76,66.2,3.67,50.84,18.55,8.69
2015-03-15 9:00:00,20.07,64.5,3.67,43.98,17.89,7.38
2015-03-15 12:00:00,24.95,66.2,5.17,46.85,15.43,7.43
2015-03-15 15:00:00,23.65,64.45,2.83,31.24,14.3,9.4
2015-03-15 18:00:00,21.95,62.6,3.67,30.38,15.1,5.3
2015-03-15 21:00:00,22.66,62.6,3.67,72.66,21.24,10.93
2015-03-16 0:00:00,22.19,59.0,4.5,39.9,21.0,12.56
2015-03-16 3:00:00,19.32,59.0,4.5,48.81,20.95,7.72
2015-03-16 6:00:00,19.73,59.0,16.75,66.35,17.68,8.35
2015-03-16 9:00:00,22.35,64.4,11.25,49.18,14.83,4.8
2015-03-16 12:00:00,26.49,73.4,11.0,65.64,14.89,4.08
2015-03-16 15:00:00,32.31,77.0,15.0,116.67,17.25,7.28
2015-03-16 18:00:00,29.08,73.4,6.67,92.0,15.23,7.39
2015-03-16 21:00:00,29.84,68.0,3.83,112.49,15.72,9.05
2015-03-17 0:00:00,28.43,66.1,5.17,156.79,23.13,6.19
2015-03-17 3:00:00,19.07,64.4,5.17,100.59,22.41,16.47
2015-03-17 6:00:00,17.36,60.05,9.0,106.0,24.58,12.35
2015-03-17 9:00:00,18.21,65.7,9.17,151.59,20.83,8.43
2015-03-17 12:00:00,21.82,77.0,9.67,116.93,22.22,10.49
2015-03-17 15:00:00,24.26,78.8,10.0,125.63,21.51,12.91
2015-03-17 18:00:00,28.62,73.4,8.67,111.87,16.48,6.82
2015-03-17 21:00:00,29.65,68.0,2.83,41.25,15.39,8.38
2015-03-18 0:00:00,30.72,64.4,2.5,83.5,15.36,6.22
2015-03-18 3:00:00,23.74,59.8,3.0,57.96,18.22,8.91
2015-03-18 6:00:00,25.21,57.2,3.83,75.87,15.54,9.79
2015-03-18 9:00:00,23.02,66.05,4.67,111.36,14.38,5.01
2015-03-18 12:00:00,25.16,73.4,3.17,105.11,16.16,9.83
2015-03-18 15:00:00,27.08,77.0,6.17,114.26,17.51,7.6
2015-03-18 18:00:00,33.98,73.4,4.17,121.61,15.85,4.0
2015-03-18 21:00:00,30.36,69.8,1.33,87.16,17.62,10.05
2015-03-19 0:00:00,32.31,66.2,3.17,158.0,21.01,9.85
2015-03-19 3:00:00,20.58,60.8,4.17,158.64,28.88,11.05
2015-03-19 6:00:00,18.35,59.0,5.67,155.03,27.04,6.48
2015-03-19 9:00:00,18.45,68.0,5.5,85.25,22.37,6.63
2015-03-19 12:00:00,23.67,77.85,6.17,125.99,25.39,10.75
2015-03-19 15:00:00,26.31,84.2,6.5,107.2,21.63,10.03
2015-03-19 18:00:00,38.21,77.0,5.75,89.44,18.49,3.73
2015-03-19 21:00:00,38.46,71.6,2.83,158.63,21.78,7.31
2015-03-20 0:00:00,40.01,64.4,3.5,231.28,32.09,6.79
2015-03-20 3:00:00,21.52,60.8,5.17,191.77,42.18,15.23
2015-03-20 6:00:00,22.65,59.0,8.17,240.65,34.2,16.42
2015-03-20 9:00:00,17.99,69.8,7.5,106.59,30.29,8.6
2015-03-20 12:00:00,26.79,82.4,5.33,173.75,26.32,9.9
2015-03-20 15:00:00,28.13,86.0,10.33,125.56,25.58,5.94
2015-03-20 18:00:00,40.5,78.8,8.67,98.6,19.59,4.18
2015-03-20 21:00:00,34.23,75.2,3.0,164.7,21.95,9.06
2015-03-21 0:00:00,38.16,69.8,3.0,235.97,31.82,4.93
2015-03-21 3:00:00,27.82,64.4,6.83,247.2,40.08,9.78
2015-03-21 6:00:00,20.87,62.6,7.33,239.99,40.02,12.14
2015-03-21 9:00:00,19.04,74.1,5.83,184.36,32.53,7.22
2015-03-21 12:00:00,23.16,84.95,7.17,180.37,28.3,5.82
2015-03-21 15:00:00,22.51,87.8,12.17,167.79,29.69,9.4
2015-03-21 18:00:00,33.75,84.2,10.67,125.86,18.66,7.81
2015-03-21 21:00:00,27.41,77.0,3.83,115.61,19.36,6.65
2015-03-22 0:00:00,24.01,75.2,2.67,138.62,19.94,13.87
2015-03-22 3:00:00,14.31,68.0,5.33,120.01,27.81,8.25
2015-03-22 6:00:00,16.48,65.7,4.83,117.83,19.97,5.93
2015-03-22 9:00:00,18.93,67.85,5.0,137.61,18.06,8.88
2015-03-22 12:00:00,23.97,84.2,4.5,141.84,19.36,8.62
2015-03-22 15:00:00,25.87,89.6,6.5,126.86,18.93,7.89
2015-03-22 18:00:00,41.59,84.2,3.83,124.85,16.39,9.94
2015-03-22 21:00:00,36.37,77.0,3.0,122.85,18.21,5.69
2015-03-23 0:00:00,35.69,73.4,2.17,157.98,21.24,9.6
2015-03-23 3:00:00,22.7,67.6,3.17,102.15,26.98,9.97
2015-03-23 6:00:00,20.58,64.4,4.67,120.86,24.8,13.71
2015-03-23 9:00:00,20.62,73.4,3.83,98.85,20.39,8.09
2015-03-23 12:00:00,26.19,86.0,6.33,138.42,19.88,8.99
2015-03-23 15:00:00,25.79,91.4,4.67,135.02,20.51,8.34
2015-03-23 18:00:00,31.96,86.0,5.0,99.2,19.09,4.95
2015-03-23 21:00:00,33.87,77.0,1.5,144.15,24.22,11.14
2015-03-24 0:00:00,31.69,71.6,2.5,169.76,32.43,11.08
2015-03-24 3:00:00,25.81,68.0,6.0,305.63,40.7,12.77
2015-03-24 6:00:00,22.62,64.4,4.5,225.88,30.18,8.87
2015-03-24 9:00:00,15.3,77.30000000000001,7.0,108.88,30.59,14.86
2015-03-24 12:00:00,29.71,89.6,7.5,180.53,29.0,7.89
2015-03-24 15:00:00,47.57,93.2,12.5,166.22,26.83,9.32
2015-03-24 18:00:00,53.3,87.8,9.0,84.31,21.05,10.58
2015-03-24 21:00:00,44.9,80.6,5.67,137.36,21.96,7.5
2015-03-25 0:00:00,47.14,75.2,3.83,303.06,25.63,13.73
2015-03-25 3:00:00,33.36,71.6,11.0,280.23,42.23,15.7
2015-03-25 6:00:00,31.43,69.8,11.5,282.65,40.59,10.97
2015-03-25 9:00:00,21.88,82.4,7.0,234.88,33.9,14.04
2015-03-25 12:00:00,44.49,89.6,9.66,193.17,35.09,15.84
2015-03-25 15:00:00,56.43,93.2,27.61,102.04,36.7,11.07
2015-03-25 18:00:00,53.16,89.6,13.85,99.42,26.42,8.64
2015-03-25 21:00:00,66.29,82.4,8.72,131.87,26.74,7.6
2015-03-26 0:00:00,56.68,78.8,3.48,278.07,29.21,7.02
2015-03-26 3:00:00,35.09,73.4,6.72,406.78,35.83,22.3
2015-03-26 6:00:00,33.05,68.0,7.85,418.87,44.5,16.68
2015-03-26 9:00:00,23.22,82.4,4.72,247.82,36.27,13.45
2015-03-26 12:00:00,31.09,93.2,5.75,204.22,29.26,14.14
2015-03-26 15:00:00,31.88,96.8,13.67,146.25,46.07,15.02
2015-03-26 18:00:00,46.47,93.2,19.62,36.78,24.6,6.57
2015-03-26 21:00:00,71.48,87.8,11.39,86.02,24.43,8.97
2015-03-27 0:00:00,37.32,75.2,7.68,206.97,22.14,10.59
2015-03-27 3:00:00,20.11,77.0,11.4,77.07,29.05,12.3
2015-03-27 6:00:00,25.77,75.2,8.3,71.72,16.58,6.81
2015-03-27 9:00:00,19.11,84.2,9.94,152.34,24.1,9.34
2015-03-27 12:00:00,37.24,93.2,15.63,96.6,28.42,5.73
2015-03-27 15:00:00,41.16,95.0,13.02,101.8,34.47,12.14
2015-03-27 18:00:00,34.9,89.6,10.28,161.31,21.34,7.04
2015-03-27 21:00:00,29.44,82.4,8.23,152.8,22.75,6.34
2015-03-28 0:00:00,43.36,75.2,8.77,292.41,28.51,7.88
2015-03-28 3:00:00,32.46,73.4,29.12,299.88,43.01,16.98
2015-03-28 6:00:00,36.11,68.0,47.75,275.82,36.81,8.2
2015-03-28 9:00:00,27.59,79.1,10.5,111.22,17.05,2.94
2015-03-28 12:00:00,37.18,89.6,14.25,286.36,28.88,16.49
2015-03-28 15:00:00,47.66,95.0,10.97,77.63,30.2,3.91
2015-03-28 18:00:00,51.04,89.6,13.01,185.96,22.81,11.02
2015-03-28 21:00:00,44.2,82.4,7.41,185.88,29.53,10.26
2015-03-29 0:00:00,49.28,75.2,7.07,437.19,37.16,15.26
2015-03-29 3:00:00,51.22,73.4,21.72,150.29,46.98,24.79
2015-03-29 6:00:00,22.28,77.0,26.48,200.81,47.07,31.62
2015-03-29 9:00:00,21.0,77.4,26.76,199.49,38.09,13.52
2015-03-29 12:00:00,27.81,84.2,19.6,217.79,27.88,11.05
2015-03-29 15:00:00,23.25,80.6,16.62,170.61,29.21,13.08
2015-03-29 18:00:00,37.26,80.6,11.24,156.56,21.16,6.97
2015-03-29 21:00:00,28.35,77.0,10.65,92.67,27.63,10.29
2015-03-30 0:00:00,37.43,71.75,12.93,116.9,23.7,9.7
2015-03-30 3:00:00,25.7,69.8,9.35,54.55,21.53,8.32
2015-03-30 6:00:00,23.03,68.0,7.36,77.86,19.02,11.25
2015-03-30 9:00:00,22.61,71.6,6.23,36.25,15.5,10.72
2015-03-30 12:00:00,22.94,78.8,6.49,14.72,16.7,13.62
2015-03-30 15:00:00,21.11,80.6,9.44,13.61375,17.53,9.06
2015-03-30 18:00:00,30.73,77.0,6.8,13.59,16.9,9.36
2015-03-30 21:00:00,27.66,73.4,7.44,26.58,15.01,9.04
2015-03-31 0:00:00,26.44,69.8,6.03,23.17,17.01,6.25
2015-03-31 3:00:00,19.78,68.0,13.13,88.48,28.62,12.25
2015-03-31 6:00:00,25.0,68.0,10.44,105.65,19.94,16.94
2015-03-31 9:00:00,27.16,75.2,8.81,93.86,15.41,8.93
2015-03-31 12:00:00,30.61,84.2,9.3,145.66,19.42,7.43
2015-03-31 15:00:00,42.48,87.8,9.96,33.4,19.15,8.16
2015-03-31 18:00:00,43.88,82.4,9.32,55.56,19.34,6.8
2015-03-31 21:00:00,44.34,75.2,7.49,120.88,19.82,7.33
2015-04-01 0:00:00,65.19,73.4,8.86,225.94,25.58,7.66
2015-04-01 3:00:00,47.71,69.8,14.52,172.11,42.26,12.83
2015-04-01 6:00:00,50.66,69.8,19.32,366.98,44.67,11.91
2015-04-01 9:00:00,33.8,79.85,21.06,187.32,35.71,11.97
2015-04-01 12:00:00,31.98,87.8,30.6,209.77,33.73,9.4
2015-04-01 15:00:00,31.76,89.6,44.96,108.93,51.05,11.66
2015-04-01 18:00:00,30.55,86.0,8.46,96.66,17.98,6.56
2015-04-01 21:00:00,37.4,80.6,7.37,143.5,18.2,6.24
2015-04-02 0:00:00,34.2,78.8,6.96,143.66,16.8,6.87
2015-04-02 3:00:00,22.7,75.2,18.77,78.38,28.05,8.94
2015-04-02 6:00:00,25.22,71.6,15.97,129.94,19.8,7.13
2015-04-02 9:00:00,26.15,80.30000000000001,11.74,135.61,15.7,5.64
2015-04-02 12:00:00,30.17,89.6,17.46,81.29,21.09,7.4
2015-04-02 15:00:00,36.83,93.2,13.73,87.7,17.71,4.7
2015-04-02 18:00:00,44.09,89.6,8.82,113.89,19.27,2.96
2015-04-02 21:00:00,44.98,86.0,6.71,118.83,15.93,7.52
2015-04-03 0:00:00,41.46,71.6,7.22,123.66,16.76,8.5
2015-04-03 3:00:00,22.04,68.0,17.48,120.67,25.9,9.78
2015-04-03 6:00:00,15.46,68.2,9.15,57.45,18.87,8.32
2015-04-03 9:00:00,16.31,71.6,8.4,60.91,16.23,5.65
2015-04-03 12:00:00,17.37,80.6,9.25,88.36,16.69,6.71
2015-04-03 15:00:00,23.1,84.6,9.82,76.1,18.36,7.27
2015-04-03 18:00:00,29.77,80.6,9.69,73.73,15.19,12.76
2015-04-03 21:00:00,36.5,78.8,10.16,81.65,17.44,9.58
2015-04-04 0:00:00,40.28,73.0,11.85,80.72,20.38,9.57
2015-04-04 3:00:00,18.83,64.4,13.2,67.42,31.64,11.4
2015-04-04 6:00:00,20.37,66.2,14.34,42.79,35.49,5.88
2015-04-04 9:00:00,21.13,66.2,11.5,69.64,15.84,2.16
2015-04-04 12:00:00,35.41,69.8,8.82,47.92,22.99,3.24
2015-04-04 15:00:00,32.15,76.0,7.77,72.18,21.79,6.76
2015-04-04 18:00:00,29.21,75.2,7.26,97.26,20.78,3.96
2015-04-04 21:00:00,37.98,71.6,24.78,179.45,31.87,4.29
2015-04-05 0:00:00,29.11,67.15,27.2,101.46,24.07,8.94
2015-04-05 3:00:00,35.29,66.2,12.87,107.71,38.09,9.26
2015-04-05 6:00:00,32.05,64.4,15.85,165.18,29.64,5.31
2015-04-05 9:00:00,32.89,75.2,18.98,209.97,33.89,9.83
2015-04-05 12:00:00,32.73,80.6,10.68,63.44,23.45,8.3
2015-04-05 15:00:00,40.45,84.2,21.81,130.24,28.01,9.9
2015-04-05 18:00:00,54.15,80.6,17.19,110.68,19.19,9.25
2015-04-05 21:00:00,52.43,75.2,10.1,215.42,25.95,8.88
2015-04-06 0:00:00,50.82,71.6,10.78,254.83,28.77,12.96
2015-04-06 3:00:00,26.59,69.8,18.0,339.24,42.0,13.02
2015-04-06 6:00:00,27.56,66.2,25.54,304.66,45.62,14.79
2015-04-06 9:00:00,12.3,78.8,26.64,222.44,38.89,14.74
2015-04-06 12:00:00,30.48,85.3,20.96,156.03,28.43,11.18
2015-04-06 15:00:00,30.37,89.6,20.84,110.26,52.24,12.06
2015-04-06 18:00:00,38.57,84.2,9.09,87.61,20.04,6.18
2015-04-06 21:00:00,32.37,78.8,6.88,118.38,19.34,6.08
2015-04-07 0:00:00,37.67,73.4,5.6,113.47,22.36,7.98
2015-04-07 3:00:00,19.85,71.6,8.72,118.72,27.51,11.49
2015-04-07 6:00:00,24.25,68.0,10.86,80.45,24.14,10.92
2015-04-07 9:00:00,18.47,71.6,10.86,108.69,20.5,6.84
2015-04-07 12:00:00,34.15,78.8,6.22,77.54,15.37,5.96
2015-04-07 15:00:00,40.5,84.2,8.01,94.11,18.3,5.84
2015-04-07 18:00:00,59.67,78.8,7.36,70.6,26.94,6.08
2015-04-07 21:00:00,83.54,75.2,7.11,88.92,29.04,6.71
2015-04-08 0:00:00,96.26,69.8,11.99,113.6,31.66,5.92
2015-04-08 3:00:00,75.56,69.8,12.99,104.46,32.85,7.16
2015-04-08 6:00:00,42.75,69.7,11.42,197.32,31.68,6.28
2015-04-08 9:00:00,65.71,80.5,15.74,161.04,42.31,8.14
2015-04-08 12:00:00,50.82,89.5,29.46,99.88,37.12,15.1
2015-04-08 15:00:00,50.77,91.3,34.69,78.95,41.94,13.21
2015-04-08 18:00:00,59.9,85.9,16.48,135.61,31.33,4.59
2015-04-08 21:00:00,49.83,78.7,10.41,107.7,28.69,12.73
2015-04-09 0:00:00,32.66,76.9,11.78,144.81,24.92,6.04
2015-04-09 3:00:00,19.16,69.7,9.07,127.4,36.5,5.75
2015-04-09 6:00:00,21.36,67.9,10.61,170.99,25.53,12.92
2015-04-09 9:00:00,22.24,71.94999999999999,10.09,136.49,23.16,5.7
2015-04-09 12:00:00,21.24,84.1,12.73,142.05,25.06,8.18
2015-04-09 15:00:00,40.3,89.5,10.66,142.36,30.27,5.69
2015-04-09 18:00:00,51.75,85.9,7.7,108.01,34.24,6.25
2015-04-09 21:00:00,47.2,80.95,10.72,229.18,65.07,5.85
2015-04-10 0:00:00,59.94,75.1,55.94,281.7,49.22,3.89
2015-04-10 3:00:00,49.54,71.5,17.73,178.05,59.51,3.9
2015-04-10 6:00:00,43.24,67.9,12.96,166.34,59.8,3.76
2015-04-10 9:00:00,78.64,80.5,19.99,294.86,56.53,2.76
2015-04-10 12:00:00,64.88,89.5,9.55,196.98,35.25,3.18
2015-04-10 15:00:00,62.81,93.1,11.0,173.86,35.68,4.35
2015-04-10 18:00:00,61.62,87.7,8.54,148.84,36.53,5.23
2015-04-10 21:00:00,56.91,82.3,10.88,309.47,76.79,5.94
2015-04-11 0:00:00,82.31,80.5,65.22,351.9,71.06,6.09
2015-04-11 3:00:00,65.7,71.5,26.45,361.93,72.61,4.49
2015-04-11 6:00:00,83.58,69.7,33.22,329.55,69.68,2.01
2015-04-11 9:00:00,66.1,85.9,30.76,373.29,88.64,6.61
2015-04-11 12:00:00,78.61,96.7,17.9,125.27,40.31,4.47
2015-04-11 15:00:00,60.12,94.9,16.97,84.8,34.73,3.61
2015-04-11 18:00:00,64.64,89.5,9.49,98.78,43.2,8.7
2015-04-11 21:00:00,86.47,71.5,9.66,143.89,59.07,7.34
2015-04-12 0:00:00,66.32,75.1,38.83,132.4,37.04,15.89
2015-04-12 3:00:00,46.36,71.5,13.33,98.01,32.81,11.34
2015-04-12 6:00:00,37.76,71.5,7.7,78.39,34.4,3.65
2015-04-12 9:00:00,41.92,76.9,8.69,80.21,36.44,5.15
2015-04-12 12:00:00,50.12,76.9,9.07,77.11,40.75,6.72
2015-04-12 15:00:00,51.35,76.9,10.69,95.18,44.17,3.24
2015-04-12 18:00:00,63.01,76.9,14.06,98.32,53.23,10.9
2015-04-12 21:00:00,57.84,73.3,14.51,109.07,65.78,6.56
2015-04-13 0:00:00,54.38,71.5,55.48,98.11,57.25,2.34
2015-04-13 3:00:00,85.62,69.7,15.78,154.22,46.85,1.79
2015-04-13 6:00:00,83.48,67.0,16.03,137.19,60.76,3.86
2015-04-13 9:00:00,65.99,73.6375,12.65,137.17,58.35,2.48
2015-04-13 12:00:00,64.9,84.1,12.79,128.56,48.52,4.49
2015-04-13 15:00:00,59.0,85.9,14.03,98.16,35.76,2.48
2015-04-13 18:00:00,58.27,76.9,8.85,132.12,40.01,4.03
2015-04-13 21:00:00,49.16,73.3,7.59,71.3,60.13,4.76
2015-04-14 0:00:00,55.6,71.5,37.84,127.52,58.54,6.53
2015-04-14 3:00:00,47.75,71.5,13.56,127.77,43.72,6.48
2015-04-14 6:00:00,70.36,71.5,13.96,157.4,47.02,6.61
2015-04-14 9:00:00,48.29,80.5,15.44,121.33,33.72,5.81
2015-04-14 12:00:00,61.18,85.9,12.58,117.47,35.83,9.3
2015-04-14 15:00:00,62.51,87.7,14.34,91.9,28.19,10.37
2015-04-14 18:00:00,56.62,87.7,10.99,90.59,36.61,10.73
2015-04-14 21:00:00,39.22,82.3,7.28,200.66,49.2,2.88
2015-04-15 0:00:00,39.36,75.1,51.41,287.99,48.92,6.96
2015-04-15 3:00:00,12.75,75.1,7.56,262.05,56.06,9.11
2015-04-15 6:00:00,12.05,74.2,31.1,186.62,60.94,16.51
2015-04-15 9:00:00,10.81,84.1,10.38,190.44,53.49,17.78
2015-04-15 12:00:00,17.72,89.5,13.5,101.02,44.29,9.84
2015-04-15 15:00:00,33.39,93.1,11.0,98.33,37.29,17.09
2015-04-15 18:00:00,58.64,85.9,7.0,98.2,19.73,9.95
2015-04-15 21:00:00,48.01,80.5,11.9,123.67,54.92,2.06
2015-04-16 0:00:00,57.22,78.7,70.91,127.77,40.69,3.3
2015-04-16 3:00:00,57.59,75.1,15.91,147.48,54.29,6.04
2015-04-16 6:00:00,96.61,73.3,18.55,231.16,39.13,13.16
2015-04-16 9:00:00,82.58,82.3,31.59,223.89,59.87,1.14
2015-04-16 12:00:00,86.72,87.7,11.96,167.8,35.32,7.8
2015-04-16 15:00:00,64.03,85.9,35.19,194.83,55.83,5.87
2015-04-16 18:00:00,45.52,78.7,18.1,137.88,28.5,2.83
2015-04-16 21:00:00,40.98,73.3,11.73,127.07,43.85,7.58
2015-04-17 0:00:00,42.62,71.5,55.65,181.79,34.28,7.26
2015-04-17 3:00:00,37.74,67.9,16.94,117.99,39.0,9.65
2015-04-17 6:00:00,35.37,67.9,10.58,115.31,40.68,6.02
2015-04-17 9:00:00,43.77,80.5,18.34,253.31,44.33,7.42
2015-04-17 12:00:00,50.34,93.1,12.17,155.8,27.71,4.37
2015-04-17 15:00:00,55.62,96.7,11.29,160.1,33.2,8.5
2015-04-17 18:00:00,58.65,93.1,8.74,162.0,32.33,4.29
2015-04-17 21:00:00,88.1,84.1,9.62,254.88,58.56,10.64
2015-04-18 0:00:00,90.88,82.3,41.3,340.73,51.85,12.99
2015-04-18 3:00:00,52.97,76.9,22.34,202.28,55.3,22.04
2015-04-18 6:00:00,56.53,73.3,16.3,329.95,52.78,9.08
2015-04-18 9:00:00,84.17,84.1,19.26,342.98,47.81,2.61
2015-04-18 12:00:00,64.08,93.1,18.58,250.59,36.32,9.24
2015-04-18 15:00:00,70.01,97.6,11.81,213.77,37.39,7.64
2015-04-18 18:00:00,55.08,96.7,11.96,214.14,35.22,13.51
2015-04-18 21:00:00,82.52,89.5,12.2,321.38,72.59,4.37
2015-04-19 0:00:00,73.59,82.3,49.14,372.29,62.81,12.07
2015-04-19 3:00:00,60.41,76.9,17.17,291.26,68.22,9.71
2015-04-19 6:00:00,49.31,73.3,16.26,375.24,63.22,5.56
2015-04-19 9:00:00,79.16,90.4,21.67,302.38,73.15,13.0
2015-04-19 12:00:00,62.24,98.5,12.92,251.92,40.0,6.45
2015-04-19 15:00:00,52.9,97.825,12.94,156.48,51.88,11.28
2015-04-19 18:00:00,60.31,97.909375,7.16,177.11,50.26,8.27
2015-04-19 21:00:00,84.0,93.1,21.49,429.8,96.45,9.15
2015-04-20 0:00:00,71.6,89.5,50.99,335.71,76.81,13.28
