,index,City,Date,Time,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,O3P24,Datetime,Temperature
0,0,Delhi,2015-01-01,1:00:00,454.58,935.18,81.52,41.78,187.66,27.54,9.29,3.41,54.94,25.24,58.57,13.8,60.05,2015-01-01 1:00:00,48.4
1,1,Delhi,2015-01-01,2:00:00,440.44,,70.8,43.46,176.83,27.72,13.28,3.88,50.53,23.1,49.37,15.63,62.0,2015-01-01 2:00:00,48.4
2,2,Delhi,2015-01-01,3:00:00,409.09,,132.46,41.19,141.02,28.94,29.67,2.83,19.33,19.04,38.94,17.18,2.25,2015-01-01 3:00:00,48.3
3,3,Delhi,2015-01-01,4:00:00,436.12,956.085,84.78,39.55,102.84,29.3,21.76,4.33,20.08,13.99,27.53,16.82,2.75,2015-01-01 4:00:00,49.4
4,4,Delhi,2015-01-01,5:00:00,415.88,976.99,60.24,37.41,80.12,30.84,26.19,6.17,16.0,11.14,21.99,14.29,59.0,2015-01-01 5:00:00,50.5
5,5,Delhi,2015-01-01,6:00:00,384.16,862.23,59.84,32.06,78.34,30.71,11.04,7.33,12.33,10.7,20.85,12.42,65.89,2015-01-01 6:00:00,50.0
6,6,Delhi,2015-01-01,7:00:00,344.44,731.83,66.55,30.97,84.67,30.64,8.39,8.0,58.67,10.15,19.8,10.35,39.52,2015-01-01 7:00:00,51.8
7,7,Delhi,2015-01-01,8:00:00,337.98,725.74,72.93,26.83,90.44,28.1,7.89,9.0,13.42,11.53,21.53,10.24,25.72,2015-01-01 8:00:00,52.0
8,8,Delhi,2015-01-01,9:00:00,285.22,656.93,69.37,26.22,92.62,31.46,4.25,6.67,55.3,12.1,21.25,9.01,19.7,2015-01-01 9:00:00,55.5
9,9,Delhi,2015-01-01,10:00:00,258.42,525.54,48.56,27.7,80.05,32.75,15.31,6.67,54.28,10.03,18.83,7.45,25.53,2015-01-01 10:00:00,59.0
10,10,Delhi,2015-01-01,11:00:00,265.62,548.82,31.17,27.13,64.54,33.28,11.43,6.0,55.49,8.73,16.36,7.83,33.83,2015-01-01 11:00:00,63.6
11,11,Delhi,2015-01-01,12:00:00,260.09,522.93,28.5,26.91,71.47,31.74,15.19,5.5,53.17,8.97,18.85,7.43,19.41,2015-01-01 12:00:00,64.4
12,12,Delhi,2015-01-01,13:00:00,222.01,408.62,20.84,27.59,68.87,31.98,20.09,5.33,43.9,6.12,8.18,5.7,17.6,2015-01-01 13:00:00,68.0
13,13,Delhi,2015-01-01,14:00:00,202.14,340.28,17.11,27.83,63.27,33.77,21.32,6.0,47.54,4.56,7.71,5.14,17.24,2015-01-01 14:00:00,68.8
14,14,Delhi,2015-01-01,15:00:00,244.14,459.01,19.36,32.57,60.06,33.29,24.15,7.17,50.1,5.02,8.54,8.18,15.8,2015-01-01 15:00:00,69.8
15,15,Delhi,2015-01-01,16:00:00,211.51,340.66,13.09,37.08,47.07,33.54,15.24,12.33,34.35,3.51,5.85,4.73,30.36,2015-01-01 16:00:00,69.8
16,16,Delhi,2015-01-01,17:00:00,191.12,257.4,15.44,38.4,51.24,34.98,13.11,18.0,34.38,3.58,5.23,3.78,26.17,2015-01-01 17:00:00,66.9
17,17,Delhi,2015-01-01,18:00:00,218.44,351.01,22.85,44.73,59.26,34.8,18.35,19.17,38.42,3.67,5.93,4.98,17.24,2015-01-01 18:00:00,68.35
18,18,Delhi,2015-01-01,19:00:00,296.8,600.95,69.2,47.76,101.68,34.25,16.67,21.5,49.12,14.75,27.13,8.78,17.35,2015-01-01 19:00:00,62.875
19,19,Delhi,2015-01-01,20:00:00,336.43,714.63,148.42,46.31,171.1,35.75,12.17,17.67,56.44,26.56,45.62,9.99,39.76,2015-01-01 20:00:00,57.4
20,20,Delhi,2015-01-01,21:00:00,326.64,691.84,181.1,44.33,200.68,30.94,9.03,13.67,47.73,36.28,45.97,10.37,22.74,2015-01-01 21:00:00,57.2
21,21,Delhi,2015-01-01,22:00:00,327.68,732.59,129.53,43.87,226.67,53.74,13.66,12.0,48.34,37.33,46.84,10.69,19.85,2015-01-01 22:00:00,55.4
22,22,Delhi,2015-01-01,23:00:00,335.18,776.36,147.06,45.35,243.13,58.59,12.2,10.17,44.82,24.11,30.95,11.63,25.16,2015-01-01 23:00:00,53.8
23,23,Delhi,2015-01-02,0:00:00,358.68,860.32,153.72,43.71,245.21,63.71,20.02,7.0,54.32,29.34,42.74,12.42,18.83,2015-01-02 0:00:00,53.6
24,24,Delhi,2015-01-02,1:00:00,444.44,806.07,199.28,44.46,215.59,4.0,27.2,5.17,60.05,38.03,51.27,12.1,17.05,2015-01-02 1:00:00,55.4
25,25,Delhi,2015-01-02,2:00:00,464.64,856.68,241.26,43.69,257.65,10.25,0.61,6.33,62.0,33.81,50.27,12.39,15.06,2015-01-02 2:00:00,55.8
26,26,Delhi,2015-01-02,3:00:00,344.05,765.0,120.88,40.56,212.49,31.44,0.55,5.67,2.25,28.53,41.35,12.85,17.07,2015-01-02 3:00:00,55.4
27,27,Delhi,2015-01-02,4:00:00,358.07,797.09,177.31,40.35,187.56,27.07,0.56,7.67,2.75,26.7,52.86,12.62,16.87,2015-01-02 4:00:00,55.4
28,28,Delhi,2015-01-02,5:00:00,271.41,516.14,144.18,37.19,153.98,28.51,0.63,9.17,59.0,21.18,41.59,8.24,16.88,2015-01-02 5:00:00,56.8
29,29,Delhi,2015-01-02,6:00:00,260.95,467.81,100.5,34.97,115.07,30.4,0.71,10.0,65.89,12.88,30.23,7.05,19.75,2015-01-02 6:00:00,57.2
30,30,Delhi,2015-01-02,7:00:00,192.95,301.48,67.84,40.43,86.94,32.42,4.53,13.5,39.52,8.81,20.13,4.21,22.05,2015-01-02 7:00:00,57.75
31,31,Delhi,2015-01-02,8:00:00,73.86,115.4,37.64,38.17,57.34,31.9,2.51,14.5,25.72,5.16,11.81,1.77,20.52,2015-01-02 8:00:00,58.3
32,32,Delhi,2015-01-02,9:00:00,52.54,62.6,27.7,31.46,47.8,31.04,1.61,12.33,19.7,3.58,7.95,1.14,18.15,2015-01-02 9:00:00,57.2
33,33,Delhi,2015-01-02,10:00:00,70.4,41.87,22.45,28.8,42.93,34.86,6.42,10.33,25.53,2.62,5.8,0.91,16.98,2015-01-02 10:00:00,59.0
34,34,Delhi,2015-01-02,11:00:00,96.84,65.11,17.8,27.62,38.31,34.34,7.96,9.83,33.83,2.35,5.3,1.18,15.45,2015-01-02 11:00:00,59.8
35,35,Delhi,2015-01-02,12:00:00,93.35,36.25,16.79,26.87,38.4,35.91,17.87,9.0,19.41,2.42,5.45,0.93,15.53,2015-01-02 12:00:00,59.0
36,36,Delhi,2015-01-02,13:00:00,208.77,28.97,14.32,29.68,38.67,28.75,17.43,8.67,17.6,2.37,5.47,0.8,20.93,2015-01-02 13:00:00,59.05
37,37,Delhi,2015-01-02,14:00:00,239.86,52.68,14.36,29.79,40.96,35.25,11.62,7.17,17.24,2.82,6.79,1.04,14.8,2015-01-02 14:00:00,59.1
38,38,Delhi,2015-01-02,15:00:00,187.96,49.89,16.71,29.06,43.74,33.5,10.93,5.5,15.8,3.51,10.28,1.0,14.21,2015-01-02 15:00:00,58.9
39,39,Delhi,2015-01-02,16:00:00,185.2,64.7,13.86,27.68,38.4,32.75,14.06,5.0,30.36,3.6,15.2,1.16,14.38,2015-01-02 16:00:00,59.0
40,40,Delhi,2015-01-02,17:00:00,157.23,60.09,16.32,26.73,41.17,31.25,18.04,4.83,26.17,3.64,11.53,1.11,22.24,2015-01-02 17:00:00,59.1
41,41,Delhi,2015-01-02,18:00:00,137.38,99.63,12.82,26.85,37.01,32.25,15.52,2.83,17.24,3.46,8.64,1.57,23.98,2015-01-02 18:00:00,57.1
42,42,Delhi,2015-01-02,19:00:00,50.68,79.18,9.46,27.32,32.08,32.0,8.38,1.75,17.35,2.74,7.11,1.36,24.46,2015-01-02 19:00:00,57.1
43,43,Delhi,2015-01-02,20:00:00,59.15,92.42,13.61,28.09,36.5,31.0,10.76,1.0,39.76,3.68,13.34,2.79,23.72,2015-01-02 20:00:00,57.7
44,44,Delhi,2015-01-02,21:00:00,54.25,84.77,15.13,30.01,34.98,37.73,10.21,0.75,22.74,3.79,17.14,1.62,26.06,2015-01-02 21:00:00,57.1
45,45,Delhi,2015-01-02,22:00:00,55.81,87.2,17.63,27.71,35.96,37.61,9.61,0.75,19.85,4.25,10.65,1.45,26.38,2015-01-02 22:00:00,57.1
46,46,Delhi,2015-01-02,23:00:00,49.81,77.82,18.63,27.64,36.5,36.08,11.14,0.75,25.16,3.9,9.37,1.32,31.59,2015-01-02 23:00:00,58.1
47,47,Delhi,2015-01-03,0:00:00,51.21,80.01,23.39,27.08,39.82,35.16,8.26,1.0,18.83,3.69,9.34,1.36,30.65,2015-01-03 0:00:00,57.1
48,48,Delhi,2015-01-03,1:00:00,50.69,79.21,25.65,25.28,42.46,36.5,7.79,2.0,17.05,3.93,9.99,1.33,36.4,2015-01-03 1:00:00,57.2
49,49,Delhi,2015-01-03,2:00:00,41.06,64.16,30.28,25.42,47.74,30.0,11.09,1.75,15.06,3.97,9.93,1.16,31.93,2015-01-03 2:00:00,58.0
50,50,Delhi,2015-01-03,3:00:00,45.08,60.41,29.97,25.21,47.35,30.0,20.35,2.83,17.07,3.51,8.59,1.13,29.92,2015-01-03 3:00:00,57.6
51,51,Delhi,2015-01-03,4:00:00,44.78,58.67,30.38,24.08,48.28,30.5,19.74,1.83,16.87,4.13,9.13,1.1,26.23,2015-01-03 4:00:00,57.2
52,52,Delhi,2015-01-03,5:00:00,51.44,77.92,23.6,23.73,41.25,31.25,12.27,2.5,16.88,3.39,8.63,1.33,20.48,2015-01-03 5:00:00,58.0
53,53,Delhi,2015-01-03,6:00:00,65.0,121.09,20.11,22.56,38.81,31.0,13.98,1.5,19.75,3.15,7.63,1.86,20.26,2015-01-03 6:00:00,57.2
54,54,Delhi,2015-01-03,7:00:00,71.5,141.42,22.31,24.92,43.77,31.125,13.13,1.17,22.05,2.88,6.83,2.09,20.08,2015-01-03 7:00:00,57.2
55,55,Delhi,2015-01-03,8:00:00,76.62,153.5,19.58,22.71,40.5,31.0625,14.0,1.0,20.52,2.76,5.65,2.2,18.02,2015-01-03 8:00:00,57.6
56,56,Delhi,2015-01-03,9:00:00,67.13,115.25,17.51,22.32,38.3,31.09375,8.03,2.75,18.15,2.59,4.97,1.75,15.21,2015-01-03 9:00:00,57.2
57,57,Delhi,2015-01-03,10:00:00,66.11,77.69,15.61,22.52,37.63,31.078125,11.73,2.75,16.98,2.24,5.11,1.31,15.0,2015-01-03 10:00:00,59.05
58,58,Delhi,2015-01-03,11:00:00,91.19,72.47,15.25,21.7,41.18,31.0859375,11.27,3.0,15.45,2.44,8.57,1.25,20.86,2015-01-03 11:00:00,60.9
59,59,Delhi,2015-01-03,12:00:00,87.84,72.14,12.58,22.94,39.58,33.657968749999995,9.59,3.25,15.53,2.36,5.54,1.25,24.0,2015-01-03 12:00:00,60.8
60,60,Delhi,2015-01-03,13:00:00,96.98,138.99,12.36,23.03,37.02,36.23,5.62,3.0,20.93,2.6,7.65,2.08,25.02,2015-01-03 13:00:00,62.6
61,61,Delhi,2015-01-03,14:00:00,87.04,136.04,12.21,22.88,36.28,37.87,7.34,3.0,14.8,2.64,6.94,1.98,25.46,2015-01-03 14:00:00,62.4
62,62,Delhi,2015-01-03,15:00:00,77.24,74.21,10.6,22.43,34.4,38.32,9.22,2.75,14.21,3.67,9.5,1.27,19.08,2015-01-03 15:00:00,60.8
63,63,Delhi,2015-01-03,16:00:00,92.45,75.63,12.64,22.48,36.44,39.07,10.46,2.25,14.38,3.08,7.73,1.29,18.12,2015-01-03 16:00:00,60.8
64,64,Delhi,2015-01-03,17:00:00,97.03,110.24,19.28,47.5,46.88,129.93,10.25,2.83,22.24,3.02,12.73,1.78,18.48,2015-01-03 17:00:00,60.9
65,65,Delhi,2015-01-03,18:00:00,131.12,201.95,23.32,52.39,53.04,125.27,7.99,2.61,23.98,4.14,13.31,2.86,23.24,2015-01-03 18:00:00,59.0
66,66,Delhi,2015-01-03,19:00:00,144.11,240.96,21.91,46.15,50.43,124.93,9.5,3.87,24.46,3.35,11.53,3.31,30.98,2015-01-03 19:00:00,58.5
67,67,Delhi,2015-01-03,20:00:00,136.36,244.87,26.56,47.0,54.69,124.42,9.42,3.99,23.72,3.58,8.33,3.34,34.36,2015-01-03 20:00:00,58.0
68,68,Delhi,2015-01-03,21:00:00,135.44,237.31,46.04,41.52,68.3,124.64,8.09,4.17,26.06,6.02,17.61,3.31,36.07,2015-01-03 21:00:00,55.4
69,69,Delhi,2015-01-03,22:00:00,132.91,237.23,65.09,47.2,87.25,122.27,8.23,3.96,26.38,7.71,20.88,3.34,37.65,2015-01-03 22:00:00,55.4
70,70,Delhi,2015-01-03,23:00:00,151.91,294.26,81.32,44.48,99.5,124.62,7.31,3.82,31.59,12.99,29.45,4.17,31.26,2015-01-03 23:00:00,56.4
71,71,Delhi,2015-01-04,0:00:00,173.64,348.1,73.18,47.84,93.63,117.02,11.32,3.32,30.65,14.27,33.78,4.76,25.08,2015-01-04 0:00:00,53.6
72,72,Delhi,2015-01-04,1:00:00,263.53,392.3,71.46,54.18,99.97,146.75,14.54,4.5,36.4,8.73,25.33,5.49,21.17,2015-01-04 1:00:00,53.6
73,73,Delhi,2015-01-04,2:00:00,168.24,324.97,52.5,41.9,73.18,124.84,12.91,3.12,31.93,8.27,25.18,4.54,18.62,2015-01-04 2:00:00,55.2
74,74,Delhi,2015-01-04,3:00:00,163.27,289.9,42.5,39.18,63.34,133.14,15.26,3.64,29.92,7.4,21.64,4.09,18.3,2015-01-04 3:00:00,51.8
75,75,Delhi,2015-01-04,4:00:00,153.19,246.69,29.04,33.62,48.59,138.93,17.77,4.28,26.23,6.04,16.93,3.47,23.78,2015-01-04 4:00:00,51.8
76,76,Delhi,2015-01-04,5:00:00,122.59,223.71,18.95,29.33,38.11,143.74,17.46,4.71,20.48,4.66,11.26,3.05,17.99,2015-01-04 5:00:00,54.8
77,77,Delhi,2015-01-04,6:00:00,105.5,196.85,17.4,28.99,36.9,38.48,12.59,5.94,20.26,4.21,7.36,2.72,17.56,2015-01-04 6:00:00,53.6
78,78,Delhi,2015-01-04,7:00:00,132.67,207.29,18.74,36.99,39.76,137.54,10.77,5.62,20.08,3.26,5.18,2.85,17.68,2015-01-04 7:00:00,53.6
79,79,Delhi,2015-01-04,8:00:00,105.38,169.94,19.6,33.6,41.29,134.74,18.25,5.49,18.02,2.91,4.79,2.39,19.81,2015-01-04 8:00:00,56.4
80,80,Delhi,2015-01-04,9:00:00,113.33,131.5,19.77,35.44,42.08,134.0,13.08,4.94,15.21,2.59,4.4,1.93,19.61,2015-01-04 9:00:00,53.6
81,81,Delhi,2015-01-04,10:00:00,101.56,118.18,19.42,33.56,41.1,132.64,10.45,5.66,15.0,2.51,4.86,1.78,20.22,2015-01-04 10:00:00,57.2
82,82,Delhi,2015-01-04,11:00:00,100.83,131.51,15.49,32.95,38.14,136.48,6.8,5.47,20.86,2.46,4.35,1.93,20.35,2015-01-04 11:00:00,59.4
83,83,Delhi,2015-01-04,12:00:00,102.07,168.19,12.83,32.68,34.7,136.61,8.0,5.46,24.0,2.32,4.23,2.37,20.86,2015-01-04 12:00:00,59.0
84,84,Delhi,2015-01-04,13:00:00,142.38,176.21,13.16,32.14,35.44,138.41,8.98,5.75,25.02,2.52,4.67,2.47,21.16,2015-01-04 13:00:00,62.6
85,85,Delhi,2015-01-04,14:00:00,141.84,178.41,12.66,33.19,35.9,138.42,9.79,5.16,25.46,1.66,3.87,2.5,22.13,2015-01-04 14:00:00,64.5
86,86,Delhi,2015-01-04,15:00:00,145.26,191.44,13.03,34.89,37.08,134.4,11.51,4.62,19.08,1.7,3.94,2.65,22.47,2015-01-04 15:00:00,64.4
87,87,Delhi,2015-01-04,16:00:00,145.5,193.73,14.79,36.43,39.29,133.51,12.81,4.28,18.12,1.68,3.88,2.65,23.83,2015-01-04 16:00:00,64.4
88,88,Delhi,2015-01-04,17:00:00,144.66,191.9,15.15,36.81,40.36,135.4,9.72,4.34,18.48,2.01,3.82,2.62,23.95,2015-01-04 17:00:00,62.4
89,89,Delhi,2015-01-04,18:00:00,151.1,212.79,16.45,39.26,46.13,130.86,8.55,4.88,23.24,2.7,6.48,2.93,24.22,2015-01-04 18:00:00,57.2
90,90,Delhi,2015-01-04,19:00:00,185.16,319.24,21.36,42.58,53.06,126.86,12.01,4.5,30.98,3.92,8.14,4.34,28.89,2015-01-04 19:00:00,56.45
91,91,Delhi,2015-01-04,20:00:00,199.77,362.56,23.72,41.16,54.18,129.59,12.08,4.18,34.36,4.76,8.91,4.85,31.62,2015-01-04 20:00:00,55.7
92,92,Delhi,2015-01-04,21:00:00,206.82,383.05,21.16,38.89,49.33,133.74,13.34,3.84,36.07,4.38,7.81,5.08,34.48,2015-01-04 21:00:00,52.85
93,93,Delhi,2015-01-04,22:00:00,192.28,337.61,20.76,36.78,46.12,133.07,4.75,3.9,37.65,3.93,6.77,4.58,32.26,2015-01-04 22:00:00,50.0
94,94,Delhi,2015-01-04,23:00:00,183.59,308.1,17.12,33.47,39.15,139.4,4.29,3.6,31.26,3.28,5.42,4.11,30.86,2015-01-04 23:00:00,53.3
95,95,Delhi,2015-01-05,0:00:00,159.96,232.69,13.32,35.42,34.94,137.32,9.14,3.18,25.08,2.74,4.18,3.18,27.09,2015-01-05 0:00:00,50.0
96,96,Delhi,2015-01-05,1:00:00,157.9,227.05,16.07,38.06,37.34,136.83,14.02,2.68,21.17,2.41,3.67,3.08,22.65,2015-01-05 1:00:00,50.0
97,97,Delhi,2015-01-05,2:00:00,151.58,209.64,13.12,35.38,32.49,139.9,13.09,3.04,18.62,2.14,3.34,2.85,24.05,2015-01-05 2:00:00,49.3
98,98,Delhi,2015-01-05,3:00:00,145.66,192.68,11.81,31.49,29.78,139.33,12.5,2.92,18.3,2.01,3.08,2.65,24.62,2015-01-05 3:00:00,48.2
99,99,Delhi,2015-01-05,4:00:00,142.95,182.68,10.48,28.06,27.28,35.24,12.38,3.61,23.78,1.99,3.16,2.53,24.54,2015-01-05 4:00:00,48.2
100,100,Delhi,2015-01-05,5:00:00,143.68,183.36,11.04,26.38,27.67,34.28,9.38,3.0,17.99,2.0,2.97,2.53,22.92,2015-01-05 5:00:00,47.5
101,101,Delhi,2015-01-05,6:00:00,152.73,214.78,11.34,26.59,28.19,34.99,10.39,3.01,17.56,2.06,3.1,2.89,21.64,2015-01-05 6:00:00,46.4
102,102,Delhi,2015-01-05,7:00:00,151.81,212.68,11.5,27.01,29.59,32.19,7.28,2.8,17.68,2.21,3.24,2.86,20.86,2015-01-05 7:00:00,46.4
103,103,Delhi,2015-01-05,8:00:00,150.26,205.5,14.36,30.1,34.99,135.62,8.51,2.85,19.81,2.36,3.65,2.79,21.39,2015-01-05 8:00:00,48.4
104,104,Delhi,2015-01-05,9:00:00,151.12,209.69,15.78,32.34,38.84,135.36,8.54,3.23,19.61,2.68,4.08,2.84,27.08,2015-01-05 9:00:00,50.0
105,105,Delhi,2015-01-05,10:00:00,154.89,220.64,17.88,31.95,41.44,136.7,8.05,3.41,20.22,2.86,4.66,2.98,27.09,2015-01-05 10:00:00,53.5
106,106,Delhi,2015-01-05,11:00:00,153.87,217.57,14.43,32.04,37.75,135.55,7.97,3.29,20.35,2.77,5.34,2.92,26.37,2015-01-05 11:00:00,60.2
107,107,Delhi,2015-01-05,12:00:00,164.75,253.12,13.58,31.07,35.58,137.7,7.31,3.19,20.86,3.42,7.48,3.33,29.93,2015-01-05 12:00:00,62.3
108,108,Delhi,2015-01-05,13:00:00,170.88,272.29,14.29,32.4,38.93,182.12,10.63,2.87,21.16,2.13,7.32,3.55,26.28,2015-01-05 13:00:00,64.4
109,109,Delhi,2015-01-05,14:00:00,161.43,241.96,13.34,34.44,38.25,189.75,8.98,2.66,22.13,1.8,4.05,3.22,29.57,2015-01-05 14:00:00,68.8
110,110,Delhi,2015-01-05,15:00:00,153.86,219.85,11.43,37.42,38.0,136.1,12.23,2.82,22.47,1.68,3.8,2.96,29.11,2015-01-05 15:00:00,68.0
111,111,Delhi,2015-01-05,16:00:00,152.3,215.78,13.98,36.34,42.79,142.5,9.31,2.98,23.83,1.71,3.88,2.91,27.44,2015-01-05 16:00:00,66.2
112,112,Delhi,2015-01-05,17:00:00,146.58,197.13,12.46,36.22,41.2,140.47,8.45,3.24,23.95,1.63,3.87,2.68,24.36,2015-01-05 17:00:00,64.2
113,113,Delhi,2015-01-05,18:00:00,86.9,189.93,13.6,37.58,43.93,135.77,7.42,3.13,24.22,3.07,10.07,2.58,23.95,2015-01-05 18:00:00,60.7
114,114,Delhi,2015-01-05,19:00:00,112.12,223.8,15.96,46.9,49.64,129.21,6.63,3.02,28.89,6.15,17.48,3.02,25.09,2015-01-05 19:00:00,57.2
115,115,Delhi,2015-01-05,20:00:00,132.27,222.72,17.71,46.68,51.57,127.64,7.2,9.88,31.62,4.61,17.97,3.02,32.38,2015-01-05 20:00:00,57.8
116,116,Delhi,2015-01-05,21:00:00,136.26,225.81,18.08,42.54,50.87,128.09,10.32,2.75,34.48,3.86,11.31,3.14,38.14,2015-01-05 21:00:00,57.2
117,117,Delhi,2015-01-05,22:00:00,135.53,223.53,16.9,43.07,46.65,131.25,6.35,3.12,32.26,4.31,9.8,3.05,33.7,2015-01-05 22:00:00,53.6
118,118,Delhi,2015-01-05,23:00:00,149.07,264.28,13.81,38.66,40.26,135.25,4.65,3.24,30.86,4.54,7.63,3.54,33.68,2015-01-05 23:00:00,55.0
119,119,Delhi,2015-01-06,0:00:00,142.27,250.84,14.22,38.93,39.83,131.82,7.6,3.26,27.09,4.95,7.27,3.38,28.27,2015-01-06 0:00:00,51.8
120,120,Delhi,2015-01-06,1:00:00,143.74,263.23,15.98,42.32,40.94,130.25,6.75,3.28,22.65,3.97,6.1,3.5,29.02,2015-01-06 1:00:00,50.0
121,121,Delhi,2015-01-06,2:00:00,149.55,261.85,15.48,39.8,39.22,132.64,12.95,3.72,24.05,3.52,5.7,3.54,32.15,2015-01-06 2:00:00,50.8
122,122,Delhi,2015-01-06,3:00:00,149.64,248.08,13.28,40.86,36.32,138.09,17.18,4.15,24.62,3.66,5.94,3.38,32.63,2015-01-06 3:00:00,48.2
123,123,Delhi,2015-01-06,4:00:00,140.12,225.35,11.04,38.51,32.78,138.35,12.8,4.36,24.54,3.28,5.3,3.1,30.89,2015-01-06 4:00:00,48.2
124,124,Delhi,2015-01-06,5:00:00,135.73,208.53,11.22,36.06,32.45,140.09,21.31,3.65,22.92,3.3,4.61,2.91,33.05,2015-01-06 5:00:00,49.6
125,125,Delhi,2015-01-06,6:00:00,150.88,234.76,12.59,34.6,33.87,140.89,14.44,3.28,21.64,3.04,4.38,3.19,25.76,2015-01-06 6:00:00,48.2
126,126,Delhi,2015-01-06,7:00:00,144.12,214.46,13.6,30.73,34.11,137.96,8.18,2.96,20.86,2.88,4.15,2.95,25.98,2015-01-06 7:00:00,48.2
127,127,Delhi,2015-01-06,8:00:00,134.72,206.93,15.23,34.64,37.52,131.93,7.84,3.04,21.39,2.83,4.14,2.88,32.13,2015-01-06 8:00:00,49.6
128,128,Delhi,2015-01-06,9:00:00,138.27,216.47,15.35,35.5,37.81,132.53,6.15,4.05,27.08,3.21,4.32,2.96,34.63,2015-01-06 9:00:00,48.2
129,129,Delhi,2015-01-06,10:00:00,129.17,219.28,18.15,35.83,41.27,134.07,6.97,3.9,27.09,3.36,5.06,2.99,25.76,2015-01-06 10:00:00,50.0
130,130,Delhi,2015-01-06,11:00:00,117.36,195.67,18.84,39.57,43.9,130.34,8.34,4.1,26.37,3.46,5.53,2.71,27.66,2015-01-06 11:00:00,55.2
131,131,Delhi,2015-01-06,12:00:00,132.77,225.84,17.39,41.41,42.73,128.35,6.52,4.08,29.93,3.89,7.5,3.12,28.51,2015-01-06 12:00:00,55.4
132,132,Delhi,2015-01-06,13:00:00,147.35,265.16,15.65,36.86,40.78,129.42,7.3,3.26,26.28,3.65,6.91,3.67,26.04,2015-01-06 13:00:00,57.2
133,133,Delhi,2015-01-06,14:00:00,150.56,286.14,46.03,36.9,72.13,167.37,8.34,3.2,29.57,3.85,7.06,4.02,29.9,2015-01-06 14:00:00,62.7
134,134,Delhi,2015-01-06,15:00:00,143.14,251.2,14.4,38.06,40.97,132.9,10.27,3.36,29.11,2.98,8.28,3.59,26.74,2015-01-06 15:00:00,59.0
135,135,Delhi,2015-01-06,16:00:00,143.87,252.73,12.46,36.89,37.94,133.78,9.63,3.64,27.44,2.78,11.15,3.53,24.96,2015-01-06 16:00:00,59.0
136,136,Delhi,2015-01-06,17:00:00,134.28,210.24,13.42,41.93,42.38,126.86,9.91,3.48,24.36,2.57,7.68,2.94,23.56,2015-01-06 17:00:00,58.7
137,137,Delhi,2015-01-06,18:00:00,157.51,237.53,12.53,37.36,40.36,135.24,8.19,3.47,23.95,3.08,9.85,3.24,27.01,2015-01-06 18:00:00,56.150000000000006
138,138,Delhi,2015-01-06,19:00:00,161.79,255.59,14.29,36.05,43.15,134.07,6.22,3.56,25.09,3.86,14.43,3.46,27.76,2015-01-06 19:00:00,53.6
139,139,Delhi,2015-01-06,20:00:00,165.06,267.39,17.05,37.74,45.52,136.97,7.43,3.88,32.38,4.88,11.77,3.77,28.38,2015-01-06 20:00:00,52.9
140,140,Delhi,2015-01-06,21:00:00,174.48,294.46,22.74,40.87,53.96,128.67,7.91,3.6,38.14,4.77,10.68,4.22,26.94,2015-01-06 21:00:00,51.8
141,141,Delhi,2015-01-06,22:00:00,166.28,268.07,24.91,38.45,54.32,133.41,7.42,4.24,33.7,4.29,8.89,3.78,29.96,2015-01-06 22:00:00,51.8
142,142,Delhi,2015-01-06,23:00:00,237.24,490.6,27.22,38.36,54.75,133.21,6.87,4.23,33.68,5.03,9.6,6.39,37.32,2015-01-06 23:00:00,49.8
143,143,Delhi,2015-01-07,0:00:00,220.68,435.7,24.4,40.07,50.85,132.82,11.61,4.04,28.27,4.49,8.19,5.65,35.41,2015-01-07 0:00:00,49.9
144,144,Delhi,2015-01-07,1:00:00,196.62,354.3,22.51,39.42,47.11,133.31,13.97,4.19,29.02,4.34,6.55,4.77,30.01,2015-01-07 1:00:00,50.0
145,145,Delhi,2015-01-07,2:00:00,185.56,312.67,25.93,37.51,48.75,137.15,12.13,4.25,32.15,4.84,7.62,5.26,33.95,2015-01-07 2:00:00,47.4
146,146,Delhi,2015-01-07,3:00:00,219.86,412.82,29.43,36.98,50.9,137.09,10.85,4.84,32.63,5.59,8.86,8.43,30.7,2015-01-07 3:00:00,48.2
147,147,Delhi,2015-01-07,4:00:00,218.27,402.4,27.68,38.79,50.44,135.03,7.6,5.49,30.89,4.57,7.36,5.43,26.08,2015-01-07 4:00:00,48.2
148,148,Delhi,2015-01-07,5:00:00,212.22,383.52,28.05,37.71,50.17,134.42,5.41,5.5,33.05,4.54,10.33,5.36,31.5,2015-01-07 5:00:00,44.8
149,149,Delhi,2015-01-07,6:00:00,215.39,400.44,31.99,35.1,50.47,133.88,9.9,5.2,25.76,5.52,8.49,5.22,23.22,2015-01-07 6:00:00,42.8
150,150,Delhi,2015-01-07,7:00:00,191.36,331.61,31.9,33.96,51.13,134.73,10.27,5.04,25.98,5.06,8.83,4.43,23.03,2015-01-07 7:00:00,42.8
151,151,Delhi,2015-01-07,8:00:00,199.53,364.15,39.78,36.33,60.9,133.87,8.68,6.18,32.13,6.32,15.1,5.88,22.5,2015-01-07 8:00:00,46.0
