From Date,O3,Temperature,SO2,PM10,NO2,CO
2015-07-05 21:00:00,88.01,96.8,9.11,338.19,57.26,1.41
2015-07-06 0:00:00,80.67,95.0,10.68,429.14,62.05,1.61
2015-07-06 3:00:00,72.86,91.4,7.58,149.21,21.21,0.58
2015-07-06 6:00:00,71.32,86.0,7.63,194.88,21.26,0.83
2015-07-06 9:00:00,67.54,84.2,7.06,230.92,34.61,1.24
2015-07-06 12:00:00,39.14,80.6,9.19,33.73,45.01,1.0
2015-07-06 15:00:00,30.8,86.0,6.92,54.77,57.92,1.27
2015-07-06 18:00:00,64.67,82.4,5.58,42.19,49.72,1.02
2015-07-06 21:00:00,39.12,80.6,10.52,44.61,60.32,1.24
2015-07-07 0:00:00,38.0,77.0,5.67,55.74,38.54,0.91
2015-07-07 3:00:00,41.59,77.0,10.29,51.92,38.4,0.8
2015-07-07 6:00:00,36.88,78.8,6.68,48.33,33.43,0.87
2015-07-07 9:00:00,57.02,82.3,6.05,55.22,40.4,1.26
2015-07-07 12:00:00,53.66,91.4,7.41,97.48,41.15,0.98
2015-07-07 15:00:00,79.63,89.6,5.42,175.35,51.06,1.59
2015-07-07 18:00:00,69.6,80.6,7.81,152.88,54.44,1.25
2015-07-07 21:00:00,59.2,80.5,9.9,36.58,94.16,2.2
2015-07-08 0:00:00,69.38,80.5,8.83,93.58,84.94,1.91
2015-07-08 3:00:00,63.22,80.6,6.91,126.98,58.96,0.73
2015-07-08 6:00:00,45.66,80.6,6.95,88.54,40.98,0.85
2015-07-08 9:00:00,62.22,85.85,8.71,90.58,44.84,1.14
2015-07-08 12:00:00,50.11,91.4,10.75,94.08,38.38,0.94
2015-07-08 15:00:00,51.84,93.2,6.53,163.38,38.33,1.0
2015-07-08 18:00:00,62.04,91.4,5.77,212.88,53.16,1.2
2015-07-08 21:00:00,48.9,86.0,6.29,212.52,54.55,1.31
2015-07-09 0:00:00,57.64,86.0,7.7,101.31,61.04,2.21
2015-07-09 3:00:00,56.9,86.0,6.92,191.29,48.15,1.36
2015-07-09 6:00:00,71.77,84.4,7.37,104.44,41.75,1.25
2015-07-09 9:00:00,37.83,80.6,6.71,46.41,49.27,1.24
2015-07-09 12:00:00,35.05,87.8,10.45,74.94,60.27,1.46
2015-07-09 15:00:00,40.81,89.6,5.13,137.28,49.08,1.34
2015-07-09 18:00:00,25.34,86.0,5.12,144.17,42.68,0.71
2015-07-09 21:00:00,25.17,82.4,10.17,127.45,71.67,1.94
2015-07-10 0:00:00,26.73,82.4,9.33,152.83,49.44,1.28
2015-07-10 3:00:00,25.9,80.6,7.26,212.39,39.2,1.07
2015-07-10 6:00:00,28.86,80.6,8.16,178.11,32.66,0.96
2015-07-10 9:00:00,28.77,78.8,8.63,106.33,43.94,1.12
2015-07-10 12:00:00,30.73,80.6,8.87,55.39,46.19,1.24
2015-07-10 15:00:00,32.26,80.4,8.53,44.71,49.76,1.35
2015-07-10 18:00:00,27.83,78.8,8.17,28.75,49.52,1.38
2015-07-10 21:00:00,48.34,78.8,11.67,67.88,63.35,1.51
2015-07-11 0:00:00,103.64,78.7,10.1,48.54,58.45,1.02
2015-07-11 3:00:00,39.24,76.9,5.22,67.83,29.8,0.66
2015-07-11 6:00:00,40.75,75.2,7.76,20.42,32.27,0.79
2015-07-11 9:00:00,51.73,75.2,9.38,26.08,46.15,1.06
2015-07-11 12:00:00,46.28,77.0,11.97,46.06,62.61,17.29
2015-07-11 15:00:00,48.98,77.1,8.84,35.28,55.74,17.18
2015-07-11 18:00:00,65.6,78.8,6.82,43.14,54.54,17.22
2015-07-11 21:00:00,47.36,78.8,8.93,27.06,59.02,1.67
2015-07-12 0:00:00,44.67,77.0,9.66,54.11,49.78,1.66
2015-07-12 3:00:00,45.52,77.0,5.9,47.72,31.55,0.87
2015-07-12 6:00:00,50.72,78.8,4.93,36.61,20.98,1.3
2015-07-12 9:00:00,48.22,77.0,6.09,27.78,26.28,1.24
2015-07-12 12:00:00,41.5,78.8,6.3,17.45,37.65,1.32
2015-07-12 15:00:00,46.14,77.0,8.47,46.8,27.56,1.3
2015-07-12 18:00:00,25.0,77.0,6.77,13.52,17.5,1.28
2015-07-12 21:00:00,31.65,78.8,7.62,28.02,45.15,1.47
2015-07-13 0:00:00,44.45,78.8,7.67,41.78,47.21,1.38
2015-07-13 3:00:00,40.69,77.0,7.88,45.72,31.12,0.8
2015-07-13 6:00:00,36.41,77.0,5.32,49.53,27.28,1.05
2015-07-13 9:00:00,46.32,84.2,9.5,39.33,32.18,0.96
2015-07-13 12:00:00,39.88,87.8,10.37,42.03,105.9,0.98
2015-07-13 15:00:00,26.09,91.4,6.04,63.29,22.82,1.35
2015-07-13 18:00:00,32.3,89.6,6.32,38.81,25.76,1.15
2015-07-13 21:00:00,33.84,86.0,6.64,68.93,60.88,2.32
2015-07-14 0:00:00,44.54,82.4,7.23,90.05,51.79,2.05
2015-07-14 3:00:00,44.53,82.4,5.77,59.39,40.46,1.09
2015-07-14 6:00:00,58.06,82.4,4.1,52.28,42.25,1.59
2015-07-14 9:00:00,68.03,86.0,7.5,86.34,39.34,1.36
2015-07-14 12:00:00,43.38,93.2,9.3,60.78,43.16,1.09
2015-07-14 15:00:00,36.43,96.8,7.42,181.54,40.34,1.41
2015-07-14 18:00:00,32.77,86.0,11.69,237.54,39.58,1.04
2015-07-14 21:00:00,42.62,82.4,11.42,45.6,50.6,1.31
2015-07-15 0:00:00,42.13,82.4,7.44,235.72,40.81,1.02
2015-07-15 3:00:00,35.54,82.4,6.16,137.65,26.52,0.78
2015-07-15 6:00:00,35.14,84.2,8.16,105.6,31.95,0.97
2015-07-15 9:00:00,42.43,89.6,8.22,241.79,35.23,1.06
2015-07-15 12:00:00,57.41,96.7,9.96,330.58,32.42,1.08
2015-07-15 15:00:00,56.78,96.8,10.06,291.75,29.72,1.11
2015-07-15 18:00:00,78.29,95.0,11.29,255.54,38.41,1.04
2015-07-15 21:00:00,74.69,93.2,11.28,336.77,64.98,1.52
2015-07-16 0:00:00,49.57,88.8,7.33,251.69,33.92,0.83
2015-07-16 3:00:00,37.13,86.0,7.76,145.96,24.76,0.78
2015-07-16 6:00:00,37.75,86.0,9.83,172.75,23.7,0.75
2015-07-16 9:00:00,79.16,89.6,10.34,274.58,27.85,0.9
2015-07-16 12:00:00,100.04,93.2,17.33,414.79,26.08,0.77
2015-07-16 15:00:00,94.97,96.8,7.82,338.17,28.22,1.09
2015-07-16 18:00:00,107.2,87.8,8.5,273.96,54.51,1.38
2015-07-16 21:00:00,48.57,86.0,8.28,138.04,64.08,1.3
2015-07-17 0:00:00,55.16,84.2,8.61,144.79,47.09,0.92
2015-07-17 3:00:00,38.3,84.2,8.2,115.21,22.59,0.88
