,City,Date,Time,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
7688,Delhi,2015-11-17,9:00:00,143.34,340.49,39.7,64.62,101.31,51.14,1.57,20.92,62.18,1.89,4.34,0.0
7689,Delhi,2015-11-17,10:00:00,143.61,353.5,49.21,69.37,63.19,45.69,1.73,20.82,76.84,1.88,4.37,0.0
7690,Delhi,2015-11-17,11:00:00,144.27,282.85,26.26,56.25,79.37,40.47,1.42,18.19,91.88,1.96,4.42,0.0
7691,Delhi,2015-11-17,12:00:00,140.53,285.06,21.78,47.39,63.45,37.15,1.26,16.64,105.91,1.66,4.5,0.0
7692,Delhi,2015-11-17,13:00:00,104.57,273.93,13.04,36.95,43.07,32.4,1.03,11.98,96.61,1.16,3.43,0.0
7693,Delhi,2015-11-17,14:00:00,80.83,231.5,13.39,30.43,39.3,29.4,0.95,10.63,81.55,0.86,2.71,0.0
7694,Delhi,2015-11-17,15:00:00,67.42,193.88,14.26,29.11,39.38,31.02,1.01,11.22,77.64,0.8,2.39,0.0
7695,Delhi,2015-11-17,16:00:00,65.56,184.26,18.93,32.88,47.33,32.57,1.0,9.22,72.67,0.92,2.86,0.0
7696,Delhi,2015-11-17,17:00:00,71.2,169.99,28.37,42.82,66.51,33.75,1.11,10.56,67.45,0.99,3.78,0.0
7697,Delhi,2015-11-17,18:00:00,116.89,224.65,43.51,73.96,112.36,28.19,3.26,15.56,58.51,2.54,8.1,0.0
7698,Delhi,2015-11-17,19:00:00,126.71,304.19,77.84,87.13,121.08,33.81,2.77,16.06,41.4,4.65,13.76,0.0
7699,Delhi,2015-11-17,20:00:00,129.77,357.02,120.05,92.01,99.93,39.88,3.07,19.81,58.62,6.66,17.86,0.0
7700,Delhi,2015-11-17,21:00:00,174.61,356.13,160.58,95.47,131.01,46.4,2.76,22.06,63.82,8.01,22.46,0.0
7701,Delhi,2015-11-17,22:00:00,190.96,369.14,142.6,94.58,158.41,46.44,3.36,25.0,74.11,8.97,26.85,0.0
7702,Delhi,2015-11-17,23:00:00,192.44,365.84,139.14,91.66,153.07,50.21,2.9,27.35,86.13,8.71,25.41,0.0
7703,Delhi,2015-11-18,0:00:00,193.6,369.04,133.39,90.24,150.13,58.61,3.16,27.52,85.11,8.65,26.59,0.0
7704,Delhi,2015-11-18,1:00:00,195.29,351.78,106.56,80.3,139.78,56.0,1.58,21.67,78.85,7.49,22.26,0.0
7705,Delhi,2015-11-18,2:00:00,188.76,309.8,59.11,68.35,122.38,51.72,1.3,20.38,72.65,5.6,14.87,0.0
7706,Delhi,2015-11-18,3:00:00,185.19,373.09,46.73,62.15,104.12,50.2,1.57,18.27,66.55,4.35,11.04,0.0
7707,Delhi,2015-11-18,4:00:00,181.02,274.74,55.36,56.53,111.95,51.58,1.32,15.88,58.79,3.98,9.93,0.0
7708,Delhi,2015-11-18,5:00:00,196.1,412.65,54.61,56.62,109.14,50.23,1.62,15.7,56.56,3.84,9.41,0.0
7709,Delhi,2015-11-18,6:00:00,190.17,401.95,60.95,51.1,113.66,44.82,1.62,14.48,60.92,3.56,9.42,0.0
7710,Delhi,2015-11-18,7:00:00,198.74,388.61,102.07,53.28,94.12,46.52,2.49,15.78,68.43,4.42,10.76,0.0
7711,Delhi,2015-11-18,8:00:00,226.67,408.95,101.46,55.16,118.49,44.82,2.56,16.96,83.44,4.47,9.55,0.0
7712,Delhi,2015-11-18,9:00:00,228.14,430.44,69.55,67.14,129.77,47.7,2.11,22.81,131.15,3.86,8.9,0.0
7713,Delhi,2015-11-18,10:00:00,194.5,415.24,34.53,75.94,97.92,45.49,2.25,26.64,147.81,3.02,6.48,0.0
7714,Delhi,2015-11-18,11:00:00,205.87,474.34,24.08,77.78,86.04,37.66,2.0,25.18,88.89,2.93,7.24,0.0
7715,Delhi,2015-11-18,12:00:00,175.27,404.96,20.87,65.25,76.72,37.3,2.05,23.87,104.8,3.17,7.33,0.0
7716,Delhi,2015-11-18,13:00:00,168.39,441.23,11.76,49.63,53.02,33.37,1.81,19.94,106.08,2.51,6.51,0.0
7717,Delhi,2015-11-18,14:00:00,133.64,235.59,11.4,41.83,45.45,27.73,1.88,17.16,107.01,1.72,4.31,0.0
7718,Delhi,2015-11-18,15:00:00,107.97,227.53,8.49,40.64,41.5,27.74,1.5,16.24,106.11,1.82,4.79,0.0
7719,Delhi,2015-11-18,16:00:00,96.99,246.99,14.15,44.61,51.74,28.03,1.44,19.63,91.74,1.65,4.96,0.0
7720,Delhi,2015-11-18,17:00:00,101.88,236.88,23.89,61.59,78.27,29.94,1.22,22.55,74.29,1.88,5.79,0.0
7721,Delhi,2015-11-18,18:00:00,126.96,280.28,69.81,94.49,83.86,36.35,2.16,24.55,55.91,3.08,9.38,0.0
7722,Delhi,2015-11-18,19:00:00,186.21,360.57,92.18,111.94,131.2,47.16,3.55,20.32,55.68,6.02,18.11,0.0
7723,Delhi,2015-11-18,20:00:00,223.45,400.93,172.81,119.37,198.61,51.38,3.82,22.25,77.46,9.61,29.67,0.0
7724,Delhi,2015-11-18,21:00:00,250.86,425.27,158.99,120.52,230.86,56.95,4.41,26.46,89.47,10.82,37.27,7.33
7725,Delhi,2015-11-18,22:00:00,265.88,461.08,194.5,121.71,262.13,60.99,4.5,34.01,107.52,13.1,46.51,12.04
7726,Delhi,2015-11-18,23:00:00,292.67,487.03,150.5,119.16,222.33,63.53,3.18,34.44,109.84,12.11,44.56,4.95
7727,Delhi,2015-11-19,0:00:00,279.35,459.78,174.7,110.6,201.8,65.36,3.05,32.22,103.94,10.62,37.84,0.0
7728,Delhi,2015-11-19,1:00:00,278.39,434.73,193.0,100.03,219.55,72.42,3.24,22.86,103.44,10.78,36.35,0.0
7729,Delhi,2015-11-19,2:00:00,284.5,484.41,145.24,93.59,216.6,80.68,3.37,22.74,102.43,9.81,33.67,1.67
7730,Delhi,2015-11-19,3:00:00,286.4,390.88,180.7,82.77,204.3,81.72,3.17,22.0,97.17,10.57,30.24,2.8
7731,Delhi,2015-11-19,4:00:00,279.33,386.12,129.03,74.25,187.04,73.52,3.5,19.64,95.98,10.94,24.85,6.46
7732,Delhi,2015-11-19,5:00:00,254.15,365.97,134.87,68.19,141.01,57.32,2.86,16.36,88.86,9.19,19.43,5.84
7733,Delhi,2015-11-19,6:00:00,223.68,313.71,107.41,63.94,110.72,51.62,2.81,13.73,70.65,5.46,14.29,5.51
7734,Delhi,2015-11-19,7:00:00,219.73,267.84,67.79,65.48,114.74,49.25,1.75,13.08,61.53,5.66,13.0,6.09
7735,Delhi,2015-11-19,8:00:00,204.55,278.32,139.17,68.89,159.81,50.84,1.87,13.57,58.38,5.18,14.37,0.0
7736,Delhi,2015-11-19,9:00:00,208.24,286.62,122.42,94.35,162.07,53.71,2.32,21.7,69.42,5.33,15.05,5.9
7737,Delhi,2015-11-19,10:00:00,235.75,351.88,68.95,119.32,178.42,60.01,2.73,26.37,94.52,7.14,13.73,1.25
7738,Delhi,2015-11-19,11:00:00,280.24,376.07,31.45,118.8,136.27,46.83,2.51,52.62,131.99,4.62,12.35,2.5
7739,Delhi,2015-11-19,12:00:00,265.32,456.46,21.76,124.14,127.95,47.85,2.48,40.26,128.38,3.9,10.97,1.0
7740,Delhi,2015-11-19,13:00:00,244.98,434.59,12.51,89.05,89.41,41.03,1.31,30.82,147.22,4.22,11.68,1.33
7741,Delhi,2015-11-19,14:00:00,287.7,382.33,10.57,65.43,67.87,37.21,1.01,26.31,172.53,2.68,7.88,0.63
7742,Delhi,2015-11-19,15:00:00,173.11,374.23,9.94,56.06,56.77,33.52,0.77,21.96,109.8,4.92,8.35,4.94
7743,Delhi,2015-11-19,16:00:00,144.26,323.46,11.89,58.89,61.13,31.54,0.86,19.25,122.91,2.67,6.88,0.9
7744,Delhi,2015-11-19,17:00:00,129.61,270.01,9.23,78.09,72.91,32.39,1.19,22.19,89.51,2.88,8.52,0.0
7745,Delhi,2015-11-19,18:00:00,142.37,322.41,50.66,103.88,147.0,38.44,2.03,23.05,69.54,3.93,12.61,0.25
7746,Delhi,2015-11-19,19:00:00,182.88,429.84,125.62,128.19,174.04,51.58,3.77,22.71,83.01,6.53,23.24,1.57
7747,Delhi,2015-11-19,20:00:00,242.0,502.2,182.74,138.07,206.05,57.8,5.03,28.01,90.15,10.18,32.89,9.54
7748,Delhi,2015-11-19,21:00:00,274.07,509.98,188.32,138.67,195.51,63.27,5.17,30.74,112.53,11.68,39.66,1.23
7749,Delhi,2015-11-19,22:00:00,298.06,561.09,198.31,138.3,191.19,69.25,5.73,33.78,112.26,12.53,45.85,0.64
7750,Delhi,2015-11-19,23:00:00,310.01,568.91,233.91,139.78,201.32,77.26,6.35,38.1,124.06,14.07,60.86,14.0
7751,Delhi,2015-11-20,0:00:00,312.36,580.83,240.65,125.38,205.48,77.13,5.87,37.48,127.71,14.84,72.02,9.77
7752,Delhi,2015-11-20,1:00:00,310.77,544.85,214.14,116.6,203.62,79.14,3.8,24.95,133.44,13.57,66.32,0.0
7753,Delhi,2015-11-20,2:00:00,303.43,512.95,163.65,105.43,180.51,85.05,3.93,24.23,131.56,12.18,59.42,0.0
7754,Delhi,2015-11-20,3:00:00,303.84,517.55,141.76,95.2,157.46,89.3,3.34,24.36,119.15,12.76,63.54,0.0
7755,Delhi,2015-11-20,4:00:00,304.21,511.63,186.1,87.72,127.88,89.89,4.17,23.6,112.04,13.15,63.1,3.63
7756,Delhi,2015-11-20,5:00:00,307.83,503.44,243.94,80.62,112.26,88.24,3.24,20.56,117.6,14.68,60.04,7.2
7757,Delhi,2015-11-20,6:00:00,314.42,534.83,214.45,76.16,214.35,88.75,2.75,16.43,121.68,10.12,45.46,2.73
7758,Delhi,2015-11-20,7:00:00,330.76,538.33,217.38,71.85,254.5,80.31,2.13,16.3,124.05,8.57,31.4,0.0
7759,Delhi,2015-11-20,8:00:00,347.45,541.46,171.89,80.54,168.42,73.66,2.07,16.88,122.28,8.78,28.1,0.0
7760,Delhi,2015-11-20,9:00:00,356.48,571.83,149.17,115.52,221.49,60.51,2.34,20.99,122.27,10.85,24.69,0.0
7761,Delhi,2015-11-20,10:00:00,330.5,569.82,98.13,148.58,233.81,61.68,2.55,44.04,168.32,15.55,19.23,5.64
7762,Delhi,2015-11-20,11:00:00,334.97,610.66,38.14,139.0,161.26,46.65,2.22,51.92,175.87,5.9,18.85,6.33
7763,Delhi,2015-11-20,12:00:00,296.59,544.58,19.39,101.98,106.27,43.25,1.77,31.98,188.7,4.19,12.02,7.45
7764,Delhi,2015-11-20,13:00:00,205.93,472.29,19.51,74.66,84.95,38.9,1.71,23.75,191.1,2.88,9.14,4.67
7765,Delhi,2015-11-20,14:00:00,183.48,391.22,12.3,63.8,65.77,38.21,1.62,20.14,196.39,3.04,8.93,0.44
7766,Delhi,2015-11-20,15:00:00,216.6,408.41,12.68,58.89,62.25,34.79,1.32,22.57,115.23,2.72,8.02,6.63
7767,Delhi,2015-11-20,16:00:00,116.12,250.88,15.03,63.0,68.01,32.51,1.59,20.27,95.91,2.75,6.76,0.0
7768,Delhi,2015-11-20,17:00:00,104.56,268.79,21.85,72.59,85.32,34.27,1.65,16.8,82.64,2.85,7.02,0.12
7769,Delhi,2015-11-20,18:00:00,137.25,214.59,119.07,103.78,166.53,42.66,2.54,18.32,62.67,3.99,11.51,3.75
7770,Delhi,2015-11-20,19:00:00,209.77,332.52,124.78,125.29,148.23,55.84,3.88,23.25,70.67,7.42,21.69,4.08
7771,Delhi,2015-11-20,20:00:00,231.3,393.57,253.45,130.02,280.51,67.32,5.77,28.6,86.63,11.85,36.18,8.71
7772,Delhi,2015-11-20,21:00:00,271.7,433.99,243.64,130.88,258.36,77.69,5.56,34.9,90.26,14.91,54.14,0.0
7773,Delhi,2015-11-20,22:00:00,343.43,537.14,192.7,137.54,174.63,83.46,5.95,38.91,112.36,13.69,56.23,3.55
7774,Delhi,2015-11-20,23:00:00,340.24,495.75,245.65,129.57,204.73,85.49,6.91,42.16,125.26,14.71,62.49,8.07
7775,Delhi,2015-11-21,0:00:00,332.72,489.15,242.29,122.02,188.76,82.42,6.63,45.32,125.94,16.1,67.78,6.31
7776,Delhi,2015-11-21,1:00:00,346.54,505.55,214.95,109.48,153.26,82.45,4.4,28.64,124.0,16.33,73.62,0.75
7777,Delhi,2015-11-21,2:00:00,346.51,481.72,215.81,101.43,114.35,83.31,4.04,29.25,130.92,14.47,67.08,3.54
7778,Delhi,2015-11-21,3:00:00,341.23,473.14,142.79,89.17,160.34,85.69,4.01,26.64,130.44,11.91,55.64,0.0
7779,Delhi,2015-11-21,4:00:00,328.48,467.15,126.67,90.27,159.55,80.1,3.18,22.54,130.11,22.03,41.62,0.0
7780,Delhi,2015-11-21,5:00:00,358.92,485.12,102.49,85.97,177.81,78.77,2.2,19.27,127.03,20.72,31.03,5.72
7781,Delhi,2015-11-21,6:00:00,358.94,481.6,95.36,75.62,157.81,72.25,1.59,19.74,116.44,8.97,27.87,7.05
7782,Delhi,2015-11-21,7:00:00,359.68,455.43,94.9,72.42,149.99,68.76,2.21,14.31,110.81,8.41,24.52,7.15
7783,Delhi,2015-11-21,8:00:00,380.64,480.63,130.61,77.4,196.86,71.08,2.2,13.44,112.06,8.41,22.85,3.11
7784,Delhi,2015-11-21,9:00:00,394.53,522.13,120.44,99.53,162.16,64.93,1.84,15.89,125.34,8.98,20.6,4.01
7785,Delhi,2015-11-21,10:00:00,381.62,497.13,47.37,117.62,151.58,60.96,1.57,21.93,128.45,12.74,15.12,0.0
7786,Delhi,2015-11-21,11:00:00,349.78,428.53,22.09,105.0,111.25,49.98,1.29,24.6,125.76,5.23,13.07,2.04
7787,Delhi,2015-11-21,12:00:00,301.62,494.18,15.34,83.7,86.36,46.1,1.43,20.36,138.41,3.92,10.26,0.0
7788,Delhi,2015-11-21,13:00:00,225.73,375.72,10.51,62.27,62.26,40.17,1.27,19.45,136.6,3.42,8.73,3.57
7789,Delhi,2015-11-21,14:00:00,162.9,351.66,8.4,57.26,55.49,43.17,1.13,19.0,107.82,2.72,7.48,0.84
7790,Delhi,2015-11-21,15:00:00,177.44,376.54,10.84,55.92,57.0,39.84,1.08,17.07,105.12,6.04,7.46,3.89
7791,Delhi,2015-11-21,16:00:00,155.04,340.7,9.69,60.12,59.48,40.29,1.2,17.69,95.52,2.73,7.22,0.0
7792,Delhi,2015-11-21,17:00:00,161.95,386.75,34.71,85.54,55.22,45.32,1.7,17.68,86.12,2.99,8.49,0.0
7793,Delhi,2015-11-21,18:00:00,206.96,436.21,32.47,122.71,121.43,46.89,2.37,18.19,68.76,4.17,12.86,0.56
7794,Delhi,2015-11-21,19:00:00,241.04,495.06,127.53,130.9,173.86,51.74,3.96,19.03,73.36,7.82,24.33,1.51
7795,Delhi,2015-11-21,20:00:00,260.25,501.75,179.15,134.15,211.57,57.24,5.13,23.65,96.78,10.61,37.68,0.65
7796,Delhi,2015-11-21,21:00:00,277.33,557.98,177.55,136.27,199.65,67.11,4.63,28.45,101.06,11.99,42.96,1.47
7797,Delhi,2015-11-21,22:00:00,289.86,557.64,122.39,135.75,265.72,73.62,5.94,30.61,114.88,14.14,51.0,0.0
7798,Delhi,2015-11-21,23:00:00,309.93,574.22,165.12,135.71,227.05,81.76,5.99,40.78,131.47,14.98,55.64,5.88
7799,Delhi,2015-11-22,0:00:00,311.59,575.5,245.5,125.45,236.07,90.78,5.76,42.0,137.57,14.84,56.27,8.28
7800,Delhi,2015-11-22,1:00:00,315.85,575.31,245.83,114.44,289.41,98.93,3.71,23.75,145.8,12.74,48.41,0.0
7801,Delhi,2015-11-22,2:00:00,314.29,522.87,163.48,98.46,194.83,95.67,2.9,23.06,146.33,12.95,44.5,0.0
7802,Delhi,2015-11-22,3:00:00,296.76,508.61,113.88,87.65,146.76,84.64,2.5,19.15,145.22,11.27,36.34,0.0
7803,Delhi,2015-11-22,4:00:00,293.37,490.17,204.72,82.72,184.6,76.56,2.46,17.61,135.64,17.02,35.35,0.0
7804,Delhi,2015-11-22,5:00:00,295.84,486.87,136.22,82.62,158.07,72.51,2.26,14.76,126.45,19.52,32.55,3.4
7805,Delhi,2015-11-22,6:00:00,283.17,498.59,144.4,89.41,216.98,70.28,2.25,13.68,109.29,7.95,26.13,5.92
7806,Delhi,2015-11-22,7:00:00,284.53,541.89,109.34,78.93,170.14,80.25,2.58,8.84,94.67,6.97,24.07,0.0
7807,Delhi,2015-11-22,8:00:00,291.54,530.63,95.88,78.94,149.9,79.49,2.12,9.65,99.23,7.87,23.09,0.0
7808,Delhi,2015-11-22,9:00:00,289.91,516.35,90.16,92.2,132.45,67.91,1.54,14.76,103.4,6.56,18.45,1.9
7809,Delhi,2015-11-22,10:00:00,318.67,522.89,25.32,101.58,104.5,59.97,1.44,21.99,101.91,7.24,11.45,1.42
7810,Delhi,2015-11-22,11:00:00,289.03,491.32,9.17,76.9,66.0,39.57,1.32,20.17,103.37,4.26,8.98,3.47
7811,Delhi,2015-11-22,12:00:00,240.2,422.9,12.97,59.79,62.54,40.77,1.06,18.55,111.01,3.39,7.81,2.82
7812,Delhi,2015-11-22,13:00:00,170.6,349.59,7.53,46.42,45.69,32.87,1.22,19.81,134.35,1.83,5.21,1.5
7813,Delhi,2015-11-22,14:00:00,136.86,327.26,8.41,50.61,49.9,32.91,1.21,22.83,74.44,1.94,5.47,2.76
7814,Delhi,2015-11-22,15:00:00,132.52,299.85,6.65,50.43,47.65,31.51,1.24,21.41,97.49,1.81,5.28,2.99
7815,Delhi,2015-11-22,16:00:00,122.12,264.92,10.53,59.49,59.05,34.48,1.25,19.45,115.36,1.83,5.03,0.0
7816,Delhi,2015-11-22,17:00:00,126.76,336.26,22.79,80.16,90.93,42.45,1.5,17.52,83.5,2.5,7.25,0.0
7817,Delhi,2015-11-22,18:00:00,149.64,286.71,39.32,99.76,127.61,49.52,2.02,16.66,70.96,3.19,10.71,0.0
7818,Delhi,2015-11-22,19:00:00,189.51,364.86,68.72,126.33,125.85,57.0,3.01,13.51,84.97,5.67,18.15,1.65
7819,Delhi,2015-11-22,20:00:00,229.84,439.68,183.39,131.78,148.39,57.93,4.52,21.52,102.64,7.29,24.23,2.54
7820,Delhi,2015-11-22,21:00:00,266.9,495.24,65.87,127.05,134.4,65.32,4.94,26.67,129.63,9.94,34.91,0.11
7821,Delhi,2015-11-22,22:00:00,277.96,481.29,193.5,143.45,262.64,75.49,6.17,33.0,148.58,9.98,38.43,3.27
7822,Delhi,2015-11-22,23:00:00,307.01,493.37,242.86,131.06,305.64,84.83,6.44,38.23,189.23,10.99,42.0,7.25
7823,Delhi,2015-11-23,0:00:00,314.87,512.65,105.68,129.46,202.77,96.56,5.34,45.28,159.28,12.07,45.98,0.15
7824,Delhi,2015-11-23,1:00:00,316.24,449.8,98.04,116.51,189.65,103.7,4.94,25.32,157.1,12.46,45.44,1.22
7825,Delhi,2015-11-23,2:00:00,315.12,442.84,206.8,114.94,212.55,105.55,5.06,24.06,166.88,12.0,45.89,0.09
7826,Delhi,2015-11-23,3:00:00,299.93,401.85,175.25,106.76,172.32,108.99,4.29,22.4,178.11,16.97,46.24,1.8
7827,Delhi,2015-11-23,4:00:00,297.62,388.04,143.58,103.27,138.46,114.33,3.69,19.6,164.02,10.12,43.23,4.97
7828,Delhi,2015-11-23,5:00:00,294.89,377.74,163.37,91.1,167.58,115.04,3.51,15.82,143.56,10.6,41.31,4.65
7829,Delhi,2015-11-23,6:00:00,291.85,395.77,249.87,83.68,77.44,115.57,3.09,14.24,153.12,9.92,42.81,0.0
7830,Delhi,2015-11-23,7:00:00,285.45,386.82,247.7,79.54,205.18,115.8,3.96,17.15,144.57,10.5,41.66,0.0
7831,Delhi,2015-11-23,8:00:00,303.74,411.52,251.08,89.49,207.65,114.7,3.32,18.17,138.85,10.46,39.1,0.0
7832,Delhi,2015-11-23,9:00:00,321.58,455.79,200.66,136.46,228.53,100.43,3.2,19.66,137.9,10.83,31.21,3.89
7833,Delhi,2015-11-23,10:00:00,310.04,489.95,89.05,162.36,239.99,72.42,2.74,38.26,140.26,17.18,22.6,10.29
7834,Delhi,2015-11-23,11:00:00,311.27,578.4,30.93,157.78,173.51,56.04,2.48,32.01,156.52,6.71,19.45,0.61
7835,Delhi,2015-11-23,12:00:00,323.06,384.93,15.69,102.68,111.21,48.22,1.68,25.58,149.88,4.8,13.43,8.12
7836,Delhi,2015-11-23,13:00:00,246.86,430.5,10.12,63.22,59.8,33.77,1.06,22.23,129.91,2.63,6.45,0.33
7837,Delhi,2015-11-23,14:00:00,160.46,261.89,8.4,56.46,57.26,33.26,0.95,22.97,145.23,1.93,4.82,2.09
7838,Delhi,2015-11-23,15:00:00,149.34,333.89,7.57,60.67,59.81,41.89,1.08,23.74,100.03,2.24,5.96,1.11
7839,Delhi,2015-11-23,16:00:00,147.11,359.18,8.5,61.58,61.43,36.38,1.21,21.82,100.61,2.17,6.1,9.71
7840,Delhi,2015-11-23,17:00:00,145.6,388.83,13.02,89.95,91.96,43.32,1.71,23.14,85.49,3.08,8.62,0.53
7841,Delhi,2015-11-23,18:00:00,170.11,265.15,69.15,113.95,131.07,47.03,2.86,24.06,69.08,4.08,13.53,1.2
7842,Delhi,2015-11-23,19:00:00,237.75,470.32,122.96,125.46,194.68,53.0,3.95,17.1,78.53,7.58,23.36,6.02
7843,Delhi,2015-11-23,20:00:00,258.29,429.89,184.31,120.36,209.52,53.61,5.54,23.74,92.33,10.6,33.94,4.41
7844,Delhi,2015-11-23,21:00:00,288.76,498.17,169.03,121.33,198.31,55.13,5.17,30.66,106.96,11.66,36.24,0.0
7845,Delhi,2015-11-23,22:00:00,298.21,483.54,198.32,124.42,240.9,58.58,6.39,34.19,136.38,12.13,39.89,0.91
7846,Delhi,2015-11-23,23:00:00,318.73,482.02,206.67,115.48,306.4,72.6,6.48,36.99,139.74,14.32,49.91,29.42
7847,Delhi,2015-11-24,0:00:00,320.31,487.44,184.7,108.24,361.06,83.36,6.86,39.77,137.74,14.89,55.77,9.71
7848,Delhi,2015-11-24,1:00:00,320.25,464.36,136.61,104.92,257.52,99.62,5.02,26.65,134.23,15.46,55.79,5.63
7849,Delhi,2015-11-24,2:00:00,318.73,438.66,261.1,102.32,177.26,104.83,4.94,29.76,141.0,16.18,59.66,5.31
7850,Delhi,2015-11-24,3:00:00,309.62,413.11,257.25,91.24,249.83,114.03,4.74,30.26,135.58,14.24,61.03,0.0
7851,Delhi,2015-11-24,4:00:00,298.66,395.78,254.06,75.97,265.28,105.89,3.69,26.56,132.44,30.86,53.95,9.68
7852,Delhi,2015-11-24,5:00:00,288.2,364.25,199.05,67.97,207.2,87.87,2.98,23.07,116.03,11.07,48.07,10.12
7853,Delhi,2015-11-24,6:00:00,288.15,392.06,160.8,66.14,212.46,75.5,2.53,19.54,112.93,9.59,33.66,0.72
7854,Delhi,2015-11-24,7:00:00,273.28,377.03,129.06,60.14,129.01,80.51,3.14,14.21,107.09,9.77,32.18,5.36
7855,Delhi,2015-11-24,8:00:00,290.33,436.8,128.02,67.1,129.46,77.69,2.01,13.31,116.88,10.03,30.5,0.0
7856,Delhi,2015-11-24,9:00:00,306.85,482.19,159.95,103.49,183.82,81.12,2.11,16.16,141.64,7.94,23.42,6.31
7857,Delhi,2015-11-24,10:00:00,301.8,621.23,74.17,131.89,193.57,76.66,1.65,20.89,166.65,17.34,20.36,6.85
7858,Delhi,2015-11-24,11:00:00,261.23,502.81,29.31,112.48,124.67,58.66,0.94,16.73,159.39,4.07,13.38,4.58
7859,Delhi,2015-11-24,12:00:00,226.13,513.19,16.22,84.81,89.71,56.37,0.88,11.19,128.41,2.95,8.86,3.16
7860,Delhi,2015-11-24,13:00:00,191.16,488.99,10.72,57.98,59.31,47.9,1.12,8.54,130.79,2.53,6.93,2.91
7861,Delhi,2015-11-24,14:00:00,172.33,457.49,12.16,53.89,56.44,46.46,0.93,12.57,88.08,2.62,6.61,1.19
7862,Delhi,2015-11-24,15:00:00,153.31,389.69,17.11,67.98,64.59,45.35,0.93,16.04,92.17,2.73,7.89,12.0
7863,Delhi,2015-11-24,16:00:00,139.81,366.41,14.84,68.19,62.49,39.63,0.97,14.99,82.13,2.69,6.02,0.0
7864,Delhi,2015-11-24,17:00:00,131.85,348.49,26.12,92.33,96.55,42.52,1.53,21.41,67.67,2.98,7.79,0.0
7865,Delhi,2015-11-24,18:00:00,146.36,411.8,62.71,122.48,162.95,51.17,2.18,23.08,56.12,3.96,11.6,0.43
7866,Delhi,2015-11-24,19:00:00,177.58,329.06,138.89,95.69,133.5,63.34,2.87,16.48,67.39,5.88,20.12,7.54
7867,Delhi,2015-11-24,20:00:00,190.02,335.34,147.48,101.28,202.85,41.15,3.32,17.13,92.76,7.86,25.57,8.46
7868,Delhi,2015-11-24,21:00:00,214.02,352.8,149.65,99.04,204.49,50.4,2.73,16.65,109.38,8.82,28.78,0.47
7869,Delhi,2015-11-24,22:00:00,244.05,421.65,113.44,99.2,172.37,51.72,2.32,17.63,110.26,8.44,26.66,0.0
7870,Delhi,2015-11-24,23:00:00,234.68,387.5,82.0,95.03,173.34,47.9,2.0,19.0,93.57,6.37,20.19,2.12
7871,Delhi,2015-11-25,0:00:00,215.35,329.18,45.53,85.66,123.25,46.34,1.44,18.71,89.17,4.86,14.09,4.16
7872,Delhi,2015-11-25,1:00:00,199.09,422.55,24.65,68.92,85.42,44.32,1.21,15.84,86.05,3.76,9.58,4.42
7873,Delhi,2015-11-25,2:00:00,183.51,328.86,19.9,58.72,71.55,42.29,0.98,13.25,75.77,3.16,8.23,0.97
7874,Delhi,2015-11-25,3:00:00,169.64,309.72,13.25,50.09,55.06,40.9,1.04,13.56,76.02,2.6,6.97,0.0
7875,Delhi,2015-11-25,4:00:00,152.55,279.91,9.13,44.97,46.57,39.51,1.01,12.34,72.46,2.31,6.96,0.0
7876,Delhi,2015-11-25,5:00:00,136.39,242.92,8.53,43.95,44.95,36.87,4.22,11.08,67.98,3.42,6.22,0.61
7877,Delhi,2015-11-25,6:00:00,128.66,234.52,16.41,46.15,56.72,36.8,1.34,10.14,62.1,3.38,5.87,0.99
7878,Delhi,2015-11-25,7:00:00,145.86,283.47,26.98,50.25,74.02,36.98,1.36,12.68,62.42,2.46,5.56,1.59
7879,Delhi,2015-11-25,8:00:00,166.85,341.75,30.57,54.87,80.65,37.73,1.4,11.69,73.17,2.82,5.73,1.89
7880,Delhi,2015-11-25,9:00:00,162.38,333.77,24.31,54.59,72.87,38.59,1.34,17.51,67.89,2.82,6.44,1.56
7881,Delhi,2015-11-25,10:00:00,156.04,327.16,17.22,48.55,59.69,37.68,1.27,20.44,77.78,2.7,5.79,0.0
7882,Delhi,2015-11-25,11:00:00,155.46,320.93,16.99,50.35,60.82,35.34,1.27,17.32,95.07,2.4,5.23,2.11
7883,Delhi,2015-11-25,12:00:00,144.8,334.45,16.96,46.5,59.33,34.66,1.2,16.48,99.96,2.57,6.51,0.06
7884,Delhi,2015-11-25,13:00:00,134.89,379.24,17.79,34.15,51.12,27.72,1.02,12.0,98.91,2.31,5.96,0.0
7885,Delhi,2015-11-25,14:00:00,94.49,327.05,7.18,28.35,31.06,25.29,1.03,10.6,85.6,1.64,4.72,0.0
7886,Delhi,2015-11-25,15:00:00,88.01,277.39,7.45,26.57,30.76,24.71,0.95,12.53,93.1,1.31,3.8,0.0
7887,Delhi,2015-11-25,16:00:00,85.44,264.28,7.67,29.32,32.95,24.59,4.35,15.57,83.72,1.27,4.26,0.0
7888,Delhi,2015-11-25,17:00:00,85.81,254.25,12.6,43.43,50.93,26.57,6.75,22.39,66.16,1.56,5.66,0.0
7889,Delhi,2015-11-25,18:00:00,97.95,285.39,20.61,68.08,80.62,30.23,1.81,22.54,55.81,2.68,8.17,0.0
