,Address,Date,Time,Temperature,Relative Humidity,Cloud Cover,Sea Level Pressure
89,"Delhi, India",01/04/2015,18:00:00,57.2,87.75,0.0,1018.8839314146376
90,"Delhi, India",01/04/2015,19:00:00,56.45,88.735,0.0,1019.2919657073188
91,"Delhi, India",01/04/2015,20:00:00,55.7,89.72,0.0,1019.7
92,"Delhi, India",01/04/2015,21:00:00,52.85,91.61,0.0,1019.4959828536594
93,"Delhi, India",01/04/2015,22:00:00,50.0,93.5,0.0,1019.5979914268297
94,"Delhi, India",01/04/2015,23:00:00,53.3,91.85,0.0,1019.7
95,"Delhi, India",01/05/2015,0:00:00,50.0,93.5,0.0,1019.6489957134149
96,"Delhi, India",01/05/2015,1:00:00,50.0,87.38,0.0,1019.3244978567075
97,"Delhi, India",01/05/2015,2:00:00,49.3,90.83,0.0,1019.0
98,"Delhi, India",01/05/2015,3:00:00,48.2,87.29,0.0,1019.1622489283537
99,"Delhi, India",01/05/2015,4:00:00,48.2,87.29,50.0,1018.2811244641769
100,"Delhi, India",01/05/2015,5:00:00,47.5,92.55,25.1,1017.4
101,"Delhi, India",01/05/2015,6:00:00,46.4,93.4,88.9,1017.8405622320884
102,"Delhi, India",01/05/2015,7:00:00,46.4,100.0,50.0,1017.8202811160442
103,"Delhi, India",01/05/2015,8:00:00,48.4,93.0,14.1,1017.8
104,"Delhi, India",01/05/2015,9:00:00,50.0,87.38,50.0,1017.8101405580221
105,"Delhi, India",01/05/2015,10:00:00,53.5,76.51,25.0,1017.2550702790111
106,"Delhi, India",01/05/2015,11:00:00,60.2,60.67,0.0,1016.7
107,"Delhi, India",01/05/2015,12:00:00,62.300000000000004,56.34,0.0,1016.9775351395056
108,"Delhi, India",01/05/2015,13:00:00,64.4,52.01,0.0,1015.4887675697528
109,"Delhi, India",01/05/2015,14:00:00,68.8,46.49,0.0,1014.0
110,"Delhi, India",01/05/2015,15:00:00,68.0,45.91,0.0,1014.7443837848764
111,"Delhi, India",01/05/2015,16:00:00,66.2,52.28,0.0,1014.2721918924382
112,"Delhi, India",01/05/2015,17:00:00,64.2,60.94,0.0,1013.8
113,"Delhi, India",01/05/2015,18:00:00,60.7,66.395,0.0,1014.0360959462191
114,"Delhi, India",01/05/2015,19:00:00,57.2,71.85,0.0,1014.7680479731096
115,"Delhi, India",01/05/2015,20:00:00,57.8,78.03,0.0,1015.5
116,"Delhi, India",01/05/2015,21:00:00,57.2,71.85,0.0,1015.1340239865548
117,"Delhi, India",01/05/2015,22:00:00,53.6,81.88,0.0,1015.3670119932774
118,"Delhi, India",01/05/2015,23:00:00,55.0,83.17,0.0,1015.6
119,"Delhi, India",01/06/2015,0:00:00,51.8,87.48,0.0,1015.4835059966388
120,"Delhi, India",01/06/2015,1:00:00,50.0,93.5,0.0,1015.5417529983195
121,"Delhi, India",01/06/2015,2:00:00,50.8,92.63,0.0,1015.6
122,"Delhi, India",01/06/2015,3:00:00,48.2,93.45,0.0,1015.5708764991598
123,"Delhi, India",01/06/2015,4:00:00,48.2,93.45,56.1,1015.2854382495799
124,"Delhi, India",01/06/2015,5:00:00,49.6,93.95,15.8,1015.0
125,"Delhi, India",01/06/2015,6:00:00,48.2,93.45,56.1,1015.1427191247899
126,"Delhi, India",01/06/2015,7:00:00,48.2,93.45,56.1,1015.921359562395
127,"Delhi, India",01/06/2015,8:00:00,49.6,96.25,15.8,1016.7
128,"Delhi, India",01/06/2015,9:00:00,48.2,93.45,56.1,1016.3106797811975
129,"Delhi, India",01/06/2015,10:00:00,50.0,87.38,50.0,1016.3053398905987
130,"Delhi, India",01/06/2015,11:00:00,55.2,79.63,50.0,1016.3
131,"Delhi, India",01/06/2015,12:00:00,55.4,71.66,27.2,1016.3026699452994
132,"Delhi, India",01/06/2015,13:00:00,57.2,67.14,27.2,1015.3013349726497
133,"Delhi, India",01/06/2015,14:00:00,62.7,60.5,0.0,1014.3
134,"Delhi, India",01/06/2015,15:00:00,59.0,62.94,27.2,1014.8006674863248
135,"Delhi, India",01/06/2015,16:00:00,59.0,62.94,0.0,1014.7503337431624
136,"Delhi, India",01/06/2015,17:00:00,58.7,69.64,0.0,1014.7
137,"Delhi, India",01/06/2015,18:00:00,56.150000000000006,73.08,0.0,1014.7251668715812
138,"Delhi, India",01/06/2015,19:00:00,53.6,76.52,0.0,1015.3625834357906
139,"Delhi, India",01/06/2015,20:00:00,52.9,85.89,0.0,1016.0
140,"Delhi, India",01/06/2015,21:00:00,51.8,81.75,0.0,1015.6812917178953
141,"Delhi, India",01/06/2015,22:00:00,51.8,87.48,0.0,1015.9406458589476
142,"Delhi, India",01/06/2015,23:00:00,49.8,92.6,0.0,1016.2
143,"Delhi, India",01/07/2015,0:00:00,49.9,93.05,0.0,1016.0703229294738
144,"Delhi, India",01/07/2015,1:00:00,50.0,93.5,0.0,1015.7351614647368
145,"Delhi, India",01/07/2015,2:00:00,47.4,96.65,0.0,1015.4
146,"Delhi, India",01/07/2015,3:00:00,48.2,100.0,0.0,1015.5675807323685
147,"Delhi, India",01/07/2015,4:00:00,48.2,100.0,0.0,1015.2837903661842
148,"Delhi, India",01/07/2015,5:00:00,44.8,98.54,0.0,1015.0
149,"Delhi, India",01/07/2015,6:00:00,42.8,100.0,0.0,1015.1418951830922
150,"Delhi, India",01/07/2015,7:00:00,42.8,100.0,56.1,1016.2209475915461
151,"Delhi, India",01/07/2015,8:00:00,46.0,95.68,15.8,1017.3
152,"Delhi, India",01/07/2015,9:00:00,46.4,100.0,56.1,1016.760473795773
153,"Delhi, India",01/07/2015,10:00:00,48.2,100.0,56.1,1017.1302368978866
154,"Delhi, India",01/07/2015,11:00:00,50.4,90.81,15.8,1017.5
155,"Delhi, India",01/07/2015,12:00:00,51.8,100.0,56.1,1017.3151184489433
156,"Delhi, India",01/07/2015,13:00:00,51.8,100.0,56.1,1016.6075592244716
157,"Delhi, India",01/07/2015,14:00:00,53.2,77.2,0.0,1015.9
158,"Delhi, India",01/07/2015,15:00:00,53.6,66.72,0.0,1016.2537796122358
159,"Delhi, India",01/07/2015,16:00:00,53.6,71.47,0.0,1015.9768898061179
160,"Delhi, India",01/07/2015,17:00:00,53.3,79.92,0.0,1015.7
161,"Delhi, India",01/07/2015,18:00:00,50.0,81.62,0.0,1015.838444903059
162,"Delhi, India",01/07/2015,19:00:00,50.75,84.53999999999999,0.0,1016.3692224515295
163,"Delhi, India",01/07/2015,20:00:00,51.5,87.46,0.0,1016.9
164,"Delhi, India",01/07/2015,21:00:00,48.2,93.45,0.0,1016.6346112257647
165,"Delhi, India",01/07/2015,22:00:00,48.2,93.45,0.0,1016.9673056128823
166,"Delhi, India",01/07/2015,23:00:00,48.1,94.83,0.0,1017.3
167,"Delhi, India",01/08/2015,0:00:00,46.4,93.4,0.0,1017.1336528064412
168,"Delhi, India",01/08/2015,1:00:00,46.55,96.7,0.0,1017.0168264032206
169,"Delhi, India",01/08/2015,2:00:00,46.7,100.0,0.0,1016.9
170,"Delhi, India",01/08/2015,3:00:00,44.6,100.0,0.0,1016.9584132016103
171,"Delhi, India",01/08/2015,4:00:00,44.6,100.0,56.1,1016.7292066008051
172,"Delhi, India",01/08/2015,5:00:00,46.0,100.0,15.8,1016.5
173,"Delhi, India",01/08/2015,6:00:00,46.4,93.4,56.1,1016.6146033004026
174,"Delhi, India",01/08/2015,7:00:00,46.4,93.4,56.1,1017.8573016502013
175,"Delhi, India",01/08/2015,8:00:00,48.1,94.83,15.8,1019.1
176,"Delhi, India",01/08/2015,9:00:00,46.4,93.4,56.1,1018.4786508251007
177,"Delhi, India",01/08/2015,10:00:00,46.4,93.4,56.1,1019.3393254125504
178,"Delhi, India",01/08/2015,11:00:00,49.6,94.43,15.8,1020.2
179,"Delhi, India",01/08/2015,12:00:00,48.2,87.29,56.1,1019.7696627062752
180,"Delhi, India",01/08/2015,13:00:00,50.0,87.38,0.0,1018.8348313531376
181,"Delhi, India",01/08/2015,14:00:00,55.2,78.87,0.0,1017.9
182,"Delhi, India",01/08/2015,15:00:00,50.0,87.38,0.0,1018.3674156765687
183,"Delhi, India",01/08/2015,16:00:00,50.0,87.38,0.0,1018.6337078382844
184,"Delhi, India",01/08/2015,17:00:00,53.3,80.76,0.0,1018.9
185,"Delhi, India",01/08/2015,18:00:00,48.2,100.0,0.0,1018.7668539191422
186,"Delhi, India",01/08/2015,19:00:00,48.2,100.0,0.0,1019.5834269595712
187,"Delhi, India",01/08/2015,20:00:00,49.6,94.37,15.8,1020.4
188,"Delhi, India",01/08/2015,21:00:00,46.4,100.0,56.1,1019.9917134797856
189,"Delhi, India",01/08/2015,22:00:00,46.4,100.0,56.1,1020.3458567398928
190,"Delhi, India",01/08/2015,23:00:00,47.8,93.41,15.8,1020.7
191,"Delhi, India",01/09/2015,0:00:00,46.4,100.0,56.1,1020.5229283699464
192,"Delhi, India",01/09/2015,1:00:00,46.4,100.0,56.1,1020.2614641849732
193,"Delhi, India",01/09/2015,2:00:00,46.8,96.64,15.8,1020.0
194,"Delhi, India",01/09/2015,3:00:00,44.6,100.0,56.1,1020.1307320924866
195,"Delhi, India",01/09/2015,4:00:00,44.6,100.0,56.1,1019.9653660462433
196,"Delhi, India",01/09/2015,5:00:00,45.4,93.81,15.8,1019.8
197,"Delhi, India",01/09/2015,6:00:00,44.6,100.0,56.1,1019.8826830231217
198,"Delhi, India",01/09/2015,7:00:00,44.6,100.0,56.1,1020.5413415115609
199,"Delhi, India",01/09/2015,8:00:00,45.0,96.14,15.8,1021.2
200,"Delhi, India",01/09/2015,9:00:00,44.6,100.0,56.1,1020.8706707557805
201,"Delhi, India",01/09/2015,10:00:00,47.7,91.015,35.95,1021.1853353778902
202,"Delhi, India",01/09/2015,11:00:00,50.8,82.03,15.8,1021.5
203,"Delhi, India",01/09/2015,12:00:00,50.0,87.38,50.0,1021.3426676889451
204,"Delhi, India",01/09/2015,13:00:00,53.6,76.52,27.2,1019.9713338444726
205,"Delhi, India",01/09/2015,14:00:00,58.8,65.06,7.7,1018.6
206,"Delhi, India",01/09/2015,15:00:00,59.0,62.94,0.0,1019.2856669222363
207,"Delhi, India",01/09/2015,16:00:00,57.2,67.14,0.0,1019.3428334611181
208,"Delhi, India",01/09/2015,17:00:00,55.8,76.01,0.0,1019.4
209,"Delhi, India",01/09/2015,18:00:00,51.8,81.75,0.0,1019.3714167305591
210,"Delhi, India",01/09/2015,19:00:00,50.0,81.62,0.0,1019.8357083652795
211,"Delhi, India",01/09/2015,20:00:00,49.5,90.39,0.0,1020.3
212,"Delhi, India",01/09/2015,21:00:00,48.2,93.45,0.0,1020.0678541826397
213,"Delhi, India",01/09/2015,22:00:00,48.2,100.0,0.0,1020.1839270913199
214,"Delhi, India",01/09/2015,23:00:00,49.6,94.37,0.0,1020.3
215,"Delhi, India",01/10/2015,0:00:00,48.2,100.0,0.0,1020.2419635456599
216,"Delhi, India",01/10/2015,1:00:00,48.2,100.0,0.0,1019.97098177283
217,"Delhi, India",01/10/2015,2:00:00,49.0,93.9,0.0,1019.7
218,"Delhi, India",01/10/2015,3:00:00,48.2,100.0,0.0,1019.8354908864151
219,"Delhi, India",01/10/2015,4:00:00,46.4,100.0,0.0,1019.2677454432076
220,"Delhi, India",01/10/2015,5:00:00,47.2,93.85,0.0,1018.7
221,"Delhi, India",01/10/2015,6:00:00,46.4,100.0,0.0,1018.9838727216038
222,"Delhi, India",01/10/2015,7:00:00,46.4,100.0,0.0,1019.3419363608019
223,"Delhi, India",01/10/2015,8:00:00,46.1,93.82,0.0,1019.7
224,"Delhi, India",01/10/2015,9:00:00,47.150000000000006,90.555,0.0,1019.520968180401
225,"Delhi, India",01/10/2015,10:00:00,48.2,87.29,0.0,1019.6604840902005
226,"Delhi, India",01/10/2015,11:00:00,53.9,71.44,0.0,1019.8
227,"Delhi, India",01/10/2015,12:00:00,55.55,67.08,0.0,1019.7302420451002
228,"Delhi, India",01/10/2015,13:00:00,57.2,62.72,0.0,1018.2651210225501
229,"Delhi, India",01/10/2015,14:00:00,61.6,53.93,0.0,1016.8
230,"Delhi, India",01/10/2015,15:00:00,62.6,45.07,0.0,1017.532560511275
231,"Delhi, India",01/10/2015,16:00:00,62.6,55.4,0.0,1017.4162802556375
232,"Delhi, India",01/10/2015,17:00:00,61.0,57.9,8.5,1017.3
233,"Delhi, India",01/10/2015,18:00:00,55.4,87.66,0.0,1017.3581401278187
234,"Delhi, India",01/10/2015,19:00:00,53.099999999999994,87.545,0.0,1018.4790700639094
235,"Delhi, India",01/10/2015,20:00:00,50.8,87.43,0.0,1019.6
236,"Delhi, India",01/10/2015,21:00:00,51.8,87.48,0.0,1019.0395350319548
237,"Delhi, India",01/10/2015,22:00:00,51.8,87.48,0.0,1019.1697675159774
238,"Delhi, India",01/10/2015,23:00:00,48.5,90.32,0.0,1019.3
239,"Delhi, India",01/11/2015,0:00:00,48.2,100.0,0.0,1019.2348837579887
240,"Delhi, India",01/11/2015,1:00:00,46.4,100.0,0.0,1019.2174418789944
241,"Delhi, India",01/11/2015,2:00:00,45.3,98.54,0.0,1019.2
242,"Delhi, India",01/11/2015,3:00:00,44.6,100.0,0.0,1019.2087209394972
243,"Delhi, India",01/11/2015,4:00:00,44.6,100.0,56.1,1018.6543604697486
244,"Delhi, India",01/11/2015,5:00:00,47.8,98.08,15.8,1018.1
245,"Delhi, India",01/11/2015,6:00:00,46.4,100.0,56.1,1018.3771802348742
246,"Delhi, India",01/11/2015,7:00:00,48.2,100.0,0.0,1018.9885901174371
247,"Delhi, India",01/11/2015,8:00:00,49.0,91.64,0.0,1019.6
248,"Delhi, India",01/11/2015,9:00:00,48.2,100.0,50.0,1019.2942950587185
249,"Delhi, India",01/11/2015,10:00:00,48.2,100.0,50.0,1019.5971475293593
250,"Delhi, India",01/11/2015,11:00:00,53.7,75.49,40.0,1019.9
251,"Delhi, India",01/11/2015,12:00:00,51.8,76.36,0.0,1019.7485737646796
252,"Delhi, India",01/11/2015,13:00:00,53.6,66.72,0.0,1018.5242868823398
253,"Delhi, India",01/11/2015,14:00:00,58.9,62.94,0.0,1017.3
254,"Delhi, India",01/11/2015,15:00:00,59.0,54.88,0.0,1017.9121434411699
255,"Delhi, India",01/11/2015,16:00:00,59.0,58.79,0.0,1017.956071720585
256,"Delhi, India",01/11/2015,17:00:00,57.6,69.57,71.5,1018.0
257,"Delhi, India",01/11/2015,18:00:00,53.6,66.72,27.2,1017.9780358602925
258,"Delhi, India",01/11/2015,19:00:00,53.6,71.47,27.2,1019.0390179301462
259,"Delhi, India",01/11/2015,20:00:00,50.1,89.14,29.2,1020.1
260,"Delhi, India",01/11/2015,21:00:00,48.2,87.29,27.2,1019.569508965073
261,"Delhi, India",01/11/2015,22:00:00,48.2,93.45,27.2,1019.7347544825366
262,"Delhi, India",01/11/2015,23:00:00,49.0,92.12,50.7,1019.9
263,"Delhi, India",01/12/2015,0:00:00,46.4,93.4,27.2,1019.8173772412683
264,"Delhi, India",01/12/2015,1:00:00,46.4,93.4,50.0,1019.7086886206341
265,"Delhi, India",01/12/2015,2:00:00,46.8,96.67,50.7,1019.6
266,"Delhi, India",01/12/2015,3:00:00,46.4,93.4,27.2,1019.6543443103171
267,"Delhi, India",01/12/2015,4:00:00,44.6,100.0,27.2,1019.6271721551586
268,"Delhi, India",01/12/2015,5:00:00,44.1,97.56,7.7,1019.6
269,"Delhi, India",01/12/2015,6:00:00,46.4,93.4,27.2,1019.6135860775794
270,"Delhi, India",01/12/2015,7:00:00,48.2,93.45,50.0,1020.2067930387897
271,"Delhi, India",01/12/2015,8:00:00,49.4,88.55,0.0,1020.8
272,"Delhi, India",01/12/2015,9:00:00,50.0,87.38,50.0,1020.5033965193948
273,"Delhi, India",01/12/2015,10:00:00,50.0,87.38,50.0,1021.0016982596974
274,"Delhi, India",01/12/2015,11:00:00,54.0,76.56,50.0,1021.5
275,"Delhi, India",01/12/2015,12:00:00,55.4,71.66,50.0,1021.2508491298487
276,"Delhi, India",01/12/2015,13:00:00,59.0,67.35,50.0,1019.4754245649244
277,"Delhi, India",01/12/2015,14:00:00,60.3,62.81,42.8,1017.7
278,"Delhi, India",01/12/2015,15:00:00,60.8,67.56,50.0,1018.5877122824622
279,"Delhi, India",01/12/2015,16:00:00,60.8,67.56,50.0,1017.9438561412311
280,"Delhi, India",01/12/2015,17:00:00,57.0,78.64,14.1,1017.3
281,"Delhi, India",01/12/2015,18:00:00,53.6,100.0,50.0,1017.6219280706155
282,"Delhi, India",01/12/2015,19:00:00,51.75,96.50999999999999,32.05,1018.7609640353078
283,"Delhi, India",01/12/2015,20:00:00,49.9,93.02,14.1,1019.9
284,"Delhi, India",01/12/2015,21:00:00,48.2,100.0,50.0,1019.3304820176538
285,"Delhi, India",01/12/2015,22:00:00,48.2,100.0,0.0,1019.6152410088268
286,"Delhi, India",01/12/2015,23:00:00,47.4,92.04,0.0,1019.9
287,"Delhi, India",01/13/2015,0:00:00,46.4,100.0,0.0,1019.7576205044134
288,"Delhi, India",01/13/2015,1:00:00,46.4,93.4,0.0,1018.9788102522067
289,"Delhi, India",01/13/2015,2:00:00,46.2,93.4,0.0,1018.2
290,"Delhi, India",01/13/2015,3:00:00,44.6,100.0,56.1,1018.5894051261034
291,"Delhi, India",01/13/2015,4:00:00,44.6,100.0,56.1,1018.3447025630517
292,"Delhi, India",01/13/2015,5:00:00,45.0,98.54,15.8,1018.1
293,"Delhi, India",01/13/2015,6:00:00,42.8,100.0,56.1,1018.2223512815258
294,"Delhi, India",01/13/2015,7:00:00,42.8,100.0,56.1,1018.9611756407629
295,"Delhi, India",01/13/2015,8:00:00,44.3,100.0,15.8,1019.7
296,"Delhi, India",01/13/2015,9:00:00,46.4,100.0,0.0,1019.3305878203814
297,"Delhi, India",01/13/2015,10:00:00,50.0,100.0,0.0,1019.2652939101907
298,"Delhi, India",01/13/2015,11:00:00,57.5,71.88,0.0,1019.2
299,"Delhi, India",01/13/2015,12:00:00,59.0,77.0,0.0,1019.2326469550953
300,"Delhi, India",01/13/2015,13:00:00,61.2,67.61,0.0,1017.3663234775477
301,"Delhi, India",01/13/2015,14:00:00,63.4,58.22,0.0,1015.5
302,"Delhi, India",01/13/2015,15:00:00,60.8,67.56,0.0,1016.4331617387738
303,"Delhi, India",01/13/2015,16:00:00,60.8,63.17,0.0,1015.8165808693869
304,"Delhi, India",01/13/2015,17:00:00,59.8,68.11,0.0,1015.2
305,"Delhi, India",01/13/2015,18:00:00,57.2,71.85,0.0,1015.5082904346934
306,"Delhi, India",01/13/2015,19:00:00,53.6,81.88,0.0,1015.7541452173467
307,"Delhi, India",01/13/2015,20:00:00,53.8,84.71,0.0,1016.0
308,"Delhi, India",01/13/2015,21:00:00,53.6,81.88,27.2,1015.8770726086734
309,"Delhi, India",01/13/2015,22:00:00,51.8,93.55,27.2,1016.2885363043367
310,"Delhi, India",01/13/2015,23:00:00,52.9,92.69,50.7,1016.7
311,"Delhi, India",01/14/2015,0:00:00,53.6,81.88,50.0,1016.4942681521684
312,"Delhi, India",01/14/2015,1:00:00,53.6,81.88,50.0,1016.3971340760842
313,"Delhi, India",01/14/2015,2:00:00,53.7,88.02,85.9,1016.3
314,"Delhi, India",01/14/2015,3:00:00,53.6,81.88,50.0,1016.3485670380421
315,"Delhi, India",01/14/2015,4:00:00,53.6,81.88,50.0,1015.4242835190211
316,"Delhi, India",01/14/2015,5:00:00,53.8,91.4,96.9,1014.5
317,"Delhi, India",01/14/2015,6:00:00,53.6,93.6,88.9,1014.9621417595106
318,"Delhi, India",01/14/2015,7:00:00,51.8,100.0,88.9,1015.6310708797553
319,"Delhi, India",01/14/2015,8:00:00,53.2,91.38,85.9,1016.3
320,"Delhi, India",01/14/2015,9:00:00,51.8,93.55,50.0,1015.9655354398776
321,"Delhi, India",01/14/2015,10:00:00,53.6,87.57,50.0,1016.8327677199388
322,"Delhi, India",01/14/2015,11:00:00,56.9,77.9,71.5,1017.7
323,"Delhi, India",01/14/2015,12:00:00,55.4,82.01,50.0,1017.2663838599694
324,"Delhi, India",01/14/2015,13:00:00,55.4,82.01,50.0,1016.7331919299847
325,"Delhi, India",01/14/2015,14:00:00,57.1,76.44,85.9,1016.2
