From Date,O3,Temperature,SO2,PM10,NO2,CO
2015-01-22 7:00:00,5.88,51.8,7.33,212.79,22.44,8.26
2015-01-22 10:00:00,5.9,53.6,7.0,221.33,17.18,7.09
2015-01-22 13:00:00,6.54,55.45,7.0,201.21,18.42,9.18
2015-01-22 16:00:00,7.35,55.4,7.83,109.41,19.93,9.62
2015-01-22 19:00:00,8.16,55.4,8.5,183.29,23.68,11.72
2015-01-22 22:00:00,7.93,53.6,6.67,89.83,20.55,7.84
2015-01-23 1:00:00,6.64,55.4,5.83,76.17,21.04,9.34
2015-01-23 4:00:00,6.46,53.6,4.5,80.02,16.92,7.9
2015-01-23 7:00:00,9.25,53.6,3.67,56.93,15.42,7.86
2015-01-23 10:00:00,6.39,57.2,4.0,181.83,14.06,7.91
2015-01-23 13:00:00,6.8,64.4,6.33,69.1,16.33,7.56
2015-01-23 16:00:00,15.31,66.2,7.33,155.39,19.62,9.37
2015-01-23 19:00:00,14.69,60.0,12.67,121.14,19.86,7.99
2015-01-23 22:00:00,17.33,55.4,9.17,204.13,14.72,10.67
2015-01-24 1:00:00,6.5,53.6,5.67,249.49,18.84,15.8
2015-01-24 4:00:00,5.67,51.8,5.17,228.21,17.2,7.76
2015-01-24 7:00:00,5.09,51.9,6.0,123.0,14.16,9.74
2015-01-24 10:00:00,5.03,53.6,6.5,169.7,17.18,10.72
2015-01-24 13:00:00,7.79,57.2,7.5,163.94,16.57,8.45
2015-01-24 16:00:00,10.5,57.2,15.75,190.56,14.45,7.52
2015-01-24 19:00:00,8.74,53.6,19.0,191.13,13.95,12.94
2015-01-24 22:00:00,40.77,51.8,10.5,197.44,14.72,7.81
2015-01-25 1:00:00,12.32,48.2,3.33,274.9,15.32,14.38
2015-01-25 4:00:00,12.29,50.0,5.67,236.52,19.7,15.27
2015-01-25 7:00:00,5.45,48.2,4.67,180.02,16.55,13.19
2015-01-25 10:00:00,8.82,51.7,5.5,188.85,13.23,9.75
2015-01-25 13:00:00,17.02,57.2,5.67,159.44,11.91,12.71
2015-01-25 16:00:00,21.84,60.8,5.38,183.72,25.8,9.42
2015-01-25 19:00:00,27.35,55.2,8.7,166.21,29.43,9.32
2015-01-25 22:00:00,41.07,53.6,7.69,252.34,29.63,9.69
2015-01-26 1:00:00,15.2,51.8,3.25,169.32,26.06,11.6
2015-01-26 4:00:00,31.61,51.8,6.28,142.37,25.4,11.26
2015-01-26 7:00:00,15.04,53.6,6.59,143.81,24.02,6.29
2015-01-26 10:00:00,12.83,55.4,5.38,78.56,24.1,8.66
2015-01-26 13:00:00,20.01,59.0,8.7,109.68,21.39,7.6
2015-01-26 16:00:00,17.59,59.0,8.42,129.55,29.13,10.87
2015-01-26 19:00:00,17.96,58.9,6.88,136.3,28.58,10.42
2015-01-26 22:00:00,18.99,57.1,7.91,239.71,27.64,8.08
2015-01-27 1:00:00,13.62,53.6,6.26,234.64,32.78,10.42
2015-01-27 4:00:00,14.14,53.6,4.76,229.29,25.47,11.14
2015-01-27 7:00:00,12.36,48.2,3.57,338.97,34.44,7.54
2015-01-27 10:00:00,12.15,53.6,6.32,303.31,33.37,8.76
2015-01-27 13:00:00,19.12,62.7,7.13,175.41,27.69,9.09
2015-01-27 16:00:00,19.98,62.6,9.16,199.66,28.48,8.76
2015-01-27 19:00:00,22.19,57.3,8.25,143.8,34.29,15.62
2015-01-27 22:00:00,24.07,51.7,6.06,193.67,28.61,8.48
2015-01-28 1:00:00,12.72,48.95,5.94,152.11,30.13,9.71
2015-01-28 4:00:00,11.47,46.4,5.3,131.83,22.55,10.2
2015-01-28 7:00:00,10.55,46.4,5.15,150.73,20.95,6.8
2015-01-28 10:00:00,10.67,50.0,4.88,129.14,22.9,9.69
2015-01-28 13:00:00,16.04,55.4,5.38,133.5,25.22,11.46
2015-01-28 16:00:00,20.15,60.8,4.56,123.57,25.38,11.38
2015-01-28 19:00:00,18.63,53.6,6.35,149.36,37.52,8.07
2015-01-28 22:00:00,23.48,48.2,3.96,286.01,44.4,9.2
2015-01-29 1:00:00,10.17,44.6,4.24,355.25,42.24,8.49
2015-01-29 4:00:00,7.45,42.8,5.31,358.0,35.98,12.39
2015-01-29 7:00:00,7.46,41.0,5.95,311.07,37.7,8.42
2015-01-29 10:00:00,8.25,51.8,4.58,311.65,40.77,10.21
2015-01-29 13:00:00,15.16,60.8,4.22,140.1,33.35,14.62
2015-01-29 16:00:00,21.86,62.6,8.6,106.88,37.12,10.59
2015-01-29 19:00:00,25.76,55.4,6.64,199.0,41.63,12.37
2015-01-29 22:00:00,29.46,51.8,3.9,399.14,46.26,9.05
2015-01-30 1:00:00,14.19,48.2,3.93,399.77,50.07,16.91
2015-01-30 4:00:00,7.9,45.9,5.36,303.08,40.49,11.82
2015-01-30 7:00:00,8.62,42.8,5.06,262.67,33.99,10.85
2015-01-30 10:00:00,8.1,54.9,4.99,241.58,36.8,10.65
2015-01-30 13:00:00,14.42,64.4,8.39,244.84,35.07,10.59
2015-01-30 16:00:00,19.89,64.4,13.57,219.39,37.54,11.66
2015-01-30 19:00:00,20.55,55.4,4.51,214.73,38.79,7.21
2015-01-30 22:00:00,18.22,51.8,3.55,230.68,35.98,7.67
2015-01-31 1:00:00,12.29,48.5,4.52,233.88,43.74,8.22
2015-01-31 4:00:00,10.04,44.6,4.13,223.36,37.33,7.91
2015-01-31 7:00:00,8.75,44.6,3.14,214.89,39.05,7.86
2015-01-31 10:00:00,9.6,56.25,3.58,166.71,37.88,5.23
2015-01-31 13:00:00,19.06,66.2,4.86,89.25,32.91,11.17
2015-01-31 16:00:00,23.0,68.0,8.5,101.79,36.41,10.25
2015-01-31 19:00:00,31.28,57.2,6.0,209.52,47.52,7.36
2015-01-31 22:00:00,25.1,53.6,6.19,298.09,57.84,10.59
2015-02-01 1:00:00,10.74,50.8,8.31,481.89,32.95,19.23
2015-02-01 4:00:00,8.69,48.2,8.75,382.85,88.5,13.06
2015-02-01 7:00:00,16.35,48.2,11.84,575.38,85.04,18.0
2015-02-01 10:00:00,16.44,62.6,6.38,446.18,49.93,18.21
2015-02-01 13:00:00,28.7,70.6,10.46,366.94,38.97,18.08
2015-02-01 16:00:00,33.03,69.8,21.1,132.69,45.68,9.65
2015-02-01 19:00:00,31.33,59.0,8.57,204.06,36.1,8.53
2015-02-01 22:00:00,33.77,59.0,4.51,343.48,38.15,8.13
2015-02-02 1:00:00,26.3,57.2,4.22,290.16,41.82,10.63
2015-02-02 4:00:00,21.87,55.4,3.5,370.76,48.1,9.63
2015-02-02 7:00:00,14.16,53.6,3.2,200.72,38.68,7.22
2015-02-02 10:00:00,23.03,62.6,4.86,226.09,32.69,9.21
2015-02-02 13:00:00,28.87,71.6,5.7,195.17,35.43,11.62
2015-02-02 16:00:00,29.76,71.6,6.49,224.11,35.75,9.51
2015-02-02 19:00:00,42.64,66.2,6.54,156.89,32.12,7.83
2015-02-02 22:00:00,41.22,64.4,6.01,169.95,33.95,9.26
2015-02-03 1:00:00,30.22,62.6,4.0,178.88,34.89,11.29
2015-02-03 4:00:00,29.54,58.9,3.9,159.48,31.9,7.55
2015-02-03 7:00:00,31.28,59.0,4.04,172.96,27.77,4.53
2015-02-03 10:00:00,26.95,64.3,4.92,181.79,27.34,5.22
2015-02-03 13:00:00,31.92,71.6,4.9,195.76,28.29,8.95
2015-02-03 16:00:00,24.56,64.4,6.45,262.2,31.05,10.63
2015-02-03 19:00:00,25.75,60.8,8.65,190.68,33.92,10.81
2015-02-03 22:00:00,21.88,57.2,6.79,230.04,30.85,9.1
2015-02-04 1:00:00,14.77,55.4,4.26,208.09,31.25,15.29
2015-02-04 4:00:00,11.55,50.0,4.5,129.96,27.52,7.0
2015-02-04 7:00:00,11.46,51.8,5.51,130.69,25.48,6.03
2015-02-04 10:00:00,9.51,53.6,4.38,132.12,29.44,9.26
2015-02-04 13:00:00,11.85,62.6,4.47,132.24,27.98,6.93
2015-02-04 16:00:00,18.01,67.15,5.03,104.6,29.66,8.4
2015-02-04 19:00:00,15.42,60.3,5.12,151.84,37.16,7.68
2015-02-04 22:00:00,25.3,57.2,6.44,168.0,33.41,6.39
2015-02-05 1:00:00,14.81,51.8,3.81,150.52,32.3,7.86
2015-02-05 4:00:00,12.62,50.0,4.82,132.0,29.21,7.28
2015-02-05 7:00:00,12.39,48.2,4.4,73.33,29.14,5.66
2015-02-05 10:00:00,14.97,57.05,4.06,81.29,29.31,6.45
2015-02-05 13:00:00,21.45,68.0,5.25,78.56,29.59,14.72
2015-02-05 16:00:00,25.84,71.6,6.42,77.15,30.94,10.32
2015-02-05 19:00:00,27.34,60.8,5.57,133.84,40.75,4.37
2015-02-05 22:00:00,51.5,54.55,3.5,289.57,68.9,5.93
2015-02-06 1:00:00,23.42,50.65,5.37,513.36,82.52,14.44
2015-02-06 4:00:00,28.28,48.2,13.66,474.63,90.0,1.32
2015-02-06 7:00:00,21.22,46.4,16.44,450.41,83.53,1.21
2015-02-06 10:00:00,25.54,58.5,4.24,426.09,58.85,6.55
2015-02-06 13:00:00,31.64,71.6,6.28,201.96,38.13,3.3
2015-02-06 16:00:00,36.39,73.4,14.86,106.56,48.82,2.7
2015-02-06 19:00:00,35.53,64.05,9.52,310.26,44.76,9.62
2015-02-06 22:00:00,54.94,60.8,6.17,402.91,71.48,7.98
2015-02-07 1:00:00,56.51,53.6,2.42,394.22,69.1,6.43
2015-02-07 4:00:00,31.0,51.8,3.72,176.45,69.24,10.58
2015-02-07 7:00:00,40.49,51.8,3.95,231.11,64.55,11.56
2015-02-07 10:00:00,29.02,64.4,6.42,111.48,45.22,9.75
2015-02-07 13:00:00,39.01,75.2,9.6,141.86,36.93,16.52
2015-02-07 16:00:00,41.91,75.2,11.23,48.65,38.44,8.0
2015-02-07 19:00:00,47.77,64.4,8.75,91.36,58.99,7.5
2015-02-07 22:00:00,72.78,59.55,5.61,432.13,71.03,8.98
2015-02-08 1:00:00,36.97,55.4,5.38,387.31,67.37,12.02
2015-02-08 4:00:00,24.42,53.6,4.11,397.21,44.7,4.95
2015-02-08 7:00:00,27.46,51.8,7.82,218.39,56.0,3.74
2015-02-08 10:00:00,18.03,64.4,9.85,189.74,57.51,4.5
2015-02-08 13:00:00,28.55,73.25,8.27,119.22,36.23,4.62
2015-02-08 16:00:00,33.12,73.4,17.97,115.29,39.54,3.4
2015-02-08 19:00:00,30.79,64.7,11.41,98.46,49.22,6.37
2015-02-08 22:00:00,48.8,60.8,4.68,118.16,59.68,4.01
2015-02-09 1:00:00,16.61,60.8,3.8,165.31,48.49,6.02
2015-02-09 4:00:00,19.35,57.2,7.62,47.95,39.84,5.2
2015-02-09 7:00:00,15.23,51.8,8.53,65.57,36.49,4.21
2015-02-09 10:00:00,14.33,61.85,9.32,40.86,41.29,4.86
2015-02-09 13:00:00,29.02,74.25,9.63,59.93,36.24,4.38
2015-02-09 16:00:00,23.89,75.2,25.03,102.97,35.62,1.9
2015-02-09 19:00:00,21.24,68.0,8.98,120.76,39.93,2.38
2015-02-09 22:00:00,26.26,62.6,3.22,185.15,40.73,9.96
2015-02-10 1:00:00,21.72,55.4,4.91,362.63,46.52,10.8
2015-02-10 4:00:00,7.07,50.0,4.64,112.55,45.24,8.93
2015-02-10 7:00:00,6.29,50.0,5.09,292.49,34.1,9.52
2015-02-10 10:00:00,6.65,61.55,5.19,67.43,41.68,9.49
2015-02-10 13:00:00,14.42,71.6,6.8,251.68,41.07,15.04
2015-02-10 16:00:00,20.98,71.6,11.14,162.14,39.43,9.34
2015-02-10 19:00:00,30.9,66.2,5.78,150.24,46.2,7.21
2015-02-10 22:00:00,37.76,60.8,3.38,210.14,46.31,9.35
2015-02-11 1:00:00,21.55,53.5,4.68,260.9,58.53,12.13
2015-02-11 4:00:00,16.03,53.6,7.14,293.41,59.58,20.64
2015-02-11 7:00:00,18.84,50.0,6.28,266.15,60.89,10.69
2015-02-11 10:00:00,16.47,62.6,5.1,435.1,50.57,9.8
2015-02-11 13:00:00,22.0,69.8,7.06,268.0,49.29,13.73
2015-02-11 16:00:00,30.72,70.85,14.32,142.95,55.57,14.06
2015-02-11 19:00:00,41.66,66.2,9.6,205.13,36.8,7.83
2015-02-11 22:00:00,46.7,60.8,7.89,405.06,71.05,7.23
2015-02-12 1:00:00,24.82,54.6,8.19,302.99,57.66,15.76
2015-02-12 4:00:00,22.59,51.7,9.83,468.23,43.64,8.78
2015-02-12 7:00:00,26.03,48.2,14.0,533.0,37.37,14.9
2015-02-12 10:00:00,19.25,62.6,7.5,399.36,30.33,12.92
2015-02-12 13:00:00,17.83,69.8,5.67,326.68,32.02,18.11
2015-02-12 16:00:00,23.4,73.4,17.67,327.11,35.93,16.49
2015-02-12 19:00:00,29.47,64.4,9.72,323.53,46.16,11.18
